SentenceNo,SequenceNo,Speaker,Text
783,411,KASICH,"And so much of what we did -- to force competition, to use technology, to stand down the special interest groups -- can you imagine taking Medicaid from 10 to 2.5 percent?"
784,411,KASICH,"We can take many of those same procedures, we can apply it to Medicare. We can make a stronger program. But I agree with Jeb, you can't just do this by growing the economy. You can't grow your way out of demographics."
785,411,KASICH,"But we can give people better health care. And finally, on health care, why don't we start treating -- keep giving..."
786,412,QUICK,Governor.
787,413,KASICH,"...incentives for people to keep people healthy, rather than giving the incentives to treat them when they're sick?"
788,414,QUICK,"Governor, thank you."
789,414,QUICK,"Senator Paul, let's go back to you. Do these solutions sound like they work?"
790,415,PAUL,Say again?
791,416,QUICK,Do these solutions sound like they would work?
792,417,PAUL,"You can't do nothing. And that's what I hear from some people, ""we'll do nothing and it will just be fixed."" That's absurd, and I think people who don't want to fix it, really, or unwilling to take the chance to say, ""something has to change,"" are missing the boat here."
793,417,PAUL,"The age will have to gradually rise, there is no question. It's the only way you fix Medicare, the only way you fix Social Security. You will also have to means-test the benefits and declare there's not enough money."
794,417,PAUL,"It isn't ""I put money in, I'm getting it back."" There is no money, it's a stack of paper. There is no money in the Social Security account. There is no money in the Medicare account. There's only a promise to pay by the next generation, and the next generation's not big enough to pay it."
795,417,PAUL,(CROSSTALK)
796,418,(UNKNOWN),...to deal with this. We did it 200 days ago.
797,419,HARWOOD,"Hold on, Governor. I've got a question for -- for Dr. Carson."
798,420,CARSON,About Medicare?
799,421,HARWOOD,"Yes. You've said that you would like to replace Medicare with a system of individual family savings accounts, so that families could cover their own expenses."
800,421,HARWOOD,"Obviously, that would be a very controversial idea. Explain how that would work, exactly."
801,422,CARSON,"Well, first of all the -- the plan gives people the option of -- of opting out. But I think they will see a very good option here. You know, the annual Medicare budget is over $600 billion. And there are 48 million people involved -- 40 million, 65 and over, and 8 million other."
802,422,CARSON,"Divide that out. That comes out to $12,500 for each one. Now, I can tell you there are a lot of private-sector things that you could do with $12,500, which will get you a lot more than you get from this government program."
803,422,CARSON,"And that's really a theme of a lot of the things that I'm talking about. How do we utilize our intellect rather than allowing the government to use its, quote, ""intellect,"" in order to help us to be able to live healthier and better lives?"
804,422,CARSON,"It was never intended that the government should be in every aspect of our lives. This is a country that is of, for and by the people."
805,423,QUICK,"Thank you, Dr. Carson."
806,423,QUICK,Governor?
807,424,CHRISTIE,"And -- and -- and I -- you know, Ben is absolutely right in saying that what we don't need to do is to send more money to Washington, D.C. to fix this problem."
808,424,CHRISTIE,"And that's what you'll hear from Hillary Clinton -- and I've already heard from her -- is that, send more money in Social Security, send more money in Medicare taxes, send more money for Medicaid, and that's gonna solve the problem."
809,424,CHRISTIE,"What we know is we're living longer. That's a blessing. It's a blessing that we're living longer, so we have to increase the retirement age to reflect that blessing."
810,424,CHRISTIE,"We need to make sure that people understand, as Jeb said before, that if you've done extraordinarily well in this country, do you want them to take more out of your taxes now and think they're gonna give it back to you later? Or would you rather take less later on?"
811,425,QUINTANILLA,Senator Rubio...
812,426,HARWOOD,"Governor, do you also think that..."
813,427,QUINTANILLA,"...yeah, I just wanted (inaudible)."
814,428,HARWOOD,"...that Dr. Carson's right, that we can replace Medicare with individual savings accounts?"
815,429,RUBIO,"No. No. What I said was that I think that Dr. Carson's ideas are good ideas. They're not my ideas, and I don't necessarily agree with all of them."
816,429,RUBIO,But this is what you're seeing in the Republican debate that you didn't see in that Democrat debate.
817,429,RUBIO,"You didn't see it for a minute. You didn't see these kind of ideas being batted around, and being batted around in a way that's civil and smart and that's trying to help to inform the voter out there."
818,429,RUBIO,"What you saw was a parade of, ""I'll give you this for free; I'll give you that for free."""
819,429,RUBIO,"Let me tell you, everybody, when they say they want to give it to you for free, keep your hands on your wallets because they're coming to you to pay for it. And that's why I think these ideas up here are great, and that's what we should have is have more discussions like this and less gotcha."
820,429,RUBIO,(CROSSTALK)
821,430,QUINTANILLA,I want to give you 30 seconds here.
822,431,RUBIO,"I want to take off from that point and argue the same thing. And that is that one of the things you're watching tonight are 11 quality candidates debating an important issue. The Republican Party is blessed to have 11 good candidates, (inaudible) 10 good candidates. The Democrats can't even come up with one."
823,431,RUBIO,"And on this issue of the Medicare in particular, it's important because they're going to demagogue what we're saying here tonight. Everyone up here tonight that's talking about reforms, I think and I know for myself I speak to this, we're all talking about reforms for future generations. Nothing has to change for current beneficiaries. My mother is on Medicare and Social Security. I'm against anything that's bad for my mother."
824,431,RUBIO,(LAUGHTER)
825,431,RUBIO,"So, we're talking about -- we're talking about reform for people like me and people like Senator Cruz, as he talked about earlier, who are years away from retirement that have a way to plan for these changes, and way that's very reasonable. And it's not too much to ask of our generation after everything our parents and our grandparents did for us."
826,432,FIORINA,"John, I -- if I -- a lot of people have jumped in here. I'd like to jump in. A lot of people have jumped in here."
827,433,HARWOOD,"Mrs. Fiorina, we're right at the end of our time."
828,434,FIORINA,I understand.
829,435,HARWOOD,You all wanted us to limit (inaudible).
830,435,HARWOOD,All right. Go ahead.
831,436,FIORINA,I would just say that...
832,436,FIORINA,(LAUGHTER)
833,436,FIORINA,"... I would just say this, we've heard a lot of great ideas up here, and I agree with what Senator Rubio said. Every election we talk about this. Every election we talk about Medicare and Social Security reform. It never happens."
834,436,FIORINA,I would like to start with a basic. Let us actually go to zero- based budgeting so we know where the money is being spent. It's kind of basic. There is a bill sitting in the House that would actually pass and have us go to zero-based budgeting so we know where every dime of your money is being spent instead of only talking about how much more we're going to spend year after year after year.
835,436,FIORINA,"My point is this. While there are lots of good ideas for reform, we have never tackled the basics. And we finally need to tackle the basics to cut this government down to size and hold it accountable. So let's start by knowing where your money is being spent by the federal government."
836,437,HARWOOD,"We have now reached the point in the program where candidates are going to give their closing statements, 30 seconds apiece. We're going to go right to left and start with you, Senator Paul."
837,438,PAUL,"Liberty thrives when government is small. I want a government so small I can barely see it. I want a government so small that the individual has a chance to thrive and prosper. I think, though, government is too big now. And what you're going to see in Washington this week is establishment Republicans have made an agreement with the president to raise the debt ceiling in an unlimited fashion; no limit to the debt ceiling raise."
838,438,PAUL,"This is extraordinary. It's extraordinarily wrong. You'll see me on the floor of the Senate tomorrow filibustering this and saying enough is enough, no more debt."
839,439,HARWOOD,Governor Christie?
840,440,CHRISTIE,"I want to talk to the folks at home. I want to ask you: Are you fed up with how Washington taxes you? Are you fed up with how Washington wastes your money? Are you concerned like I am that the debt and deficits of Washington, D.C. are endangering America's future?"
841,440,CHRISTIE,"I've got one more question for you then. Are you serious about this election? Because if you are, you need to elect someone who's deadly serious about changing this culture. I am deadly serious about changing this culture. I changed it in New Jersey. I'm deadly serious about doing this job the right way."
842,440,CHRISTIE,"I'm prepared. I'm tested. I'm ready. And I want to make this our government. For the people who say we can't do it, I say hell no, we can do it together."
843,441,HARWOOD,"Thank you, Governor."
844,441,HARWOOD,Senator Cruz?
845,442,CRUZ,"You know, everyone here talks about the need to take on Washington. The natural next question is who actually has done so. Who actually has stood up not just to Democrats, but to leaders in our own party? When millions of Americans rose up against Obamacare, I was proud to lead that fight. When millions of Americans rose up against amnesty, I was proud to lead that fight. When millions of Americans rose up against Planned Parenthood, I was proud to lead that fight."
846,442,CRUZ,"If people are promising they're going to take on Washington and cronyism, you need to look to who has been doing it. In my family, my dad fled oppression in Cuba to come to America. Freedom is personal for me, and I will always keep my word and fight for freedom."
847,443,HARWOOD,"Thank you, Senator."
848,443,HARWOOD,Mrs. Fiorina?
849,444,FIORINA,"You know, every election we hear a lot of talk. We hear a lot of good plans. We hear actually a lot of good intentions. But somehow for decades, nothing really has changed. What we need now is a proven leader who has produced results. That's how you go from secretary to CEO. You lead and you produce results. I will cut this government down to size and hold it accountable, simplify the tax code, roll back the regulations that have been spewing out of Washington, D.C. for 50 years."
850,444,FIORINA,"I may not be your dream candidate just yet, but I can assure you I am Hillary Clinton's worst nightmare. And in your heart of hearts, you cannot wait to see a debate between Hillary Clinton and Carly Fiorina. I will tell you this, I will beat Hillary Clinton. And with your vote and your support and your prayers, I will lead with the citizens of this great nation the resurgence of this great nation."
851,445,HARMAN,"Thank you, Mrs. Fiorina."
852,445,HARMAN,Dr. Carson?
853,446,CARSON,"I just want to thank all my colleagues here for being civil, and not falling for the traps. And, I also just want to thank the audience for being attentive, and noticing the questions, and the noticing the answers. And, this is what I am finding throughout America."
854,446,CARSON,"People are waking up because it is going to be us who will determine the direction of our country. And, it was made for we the people, we are the ones who decide who we are, and we should never give away the values and principles that made America into a great nation for the sake of political correctness."
855,446,CARSON,(APPLAUSE)
856,447,HARWOOD,Mr. Trump?
857,448,TRUMP,"Our country doesn't win anymore. We used to win, we don't win anymore. We lose on trade. We lose with ISIS. We lose with one of the worst deals I've ever seen negotiated of any kind, that's our recent catastrophe with Iran. We don't win."
858,448,TRUMP,"Let me give you one quick example. These folks, CNBC, they had it down at three, three and a half hours. I just read today in the New York Times, $250,000 for a 30 second ad. I went out and said, it's ridiculous. Nobody -- I could stand up here all night. Nobody wants to watch three and a half, or three hours. It was a back sacrifice, and I have to hand it to Ben."
859,448,TRUMP,"We called Ben, he was with me 100%. We called in, we said, that's it. We're not doing it. They lost a lot of money, everybody said it couldn't be done. Everybody said it was going to be three hours, three and a half, including them, and in about two minutes I renegotiated it so we can get the hell out of here. Not bad."
860,448,TRUMP,(APPLAUSE)
861,449,TRUMP,"And, I'll do that with the country. We will make America great again. And, thank you everybody. Just for the record."
862,450,HARWOOD,"Just for the record, the debate was always going to be two hours. Senator Rubio?"
863,451,TRUMP,That's not right. That is absolutely not right. You know that. That is not right.
864,452,MALE,Thank you.
865,453,HARWOOD,Senator Rubio.
866,454,RUBIO,"You know, America doesn't owe me anything. I have a debt to America I'll never repay. This isn't just the country I was born in, this is the nation that literally changed the history of my family. My parents in this country were able to give me the chance to do all the things they never did. We call that the American Dream, although, it's built on the universal dream of a better life."
867,454,RUBIO,"The fact that it's happened for so many people here throughout our history, that's what makes us special. But, now for millions of Americans, it's slipping away. And, we have a government and leaders in government that are completely out of touch, and that's why I'm running for president. Because we can't just save the American Dream, we can expand it to reach more people, and change more lives than ever before."
868,454,RUBIO,"And, that's why tonight I'm asking you for your vote."
869,455,HARWOOD,"Thank you, Senator. Governor Bush?"
870,456,BUSH,"America's at a crossroads. The D.C. politicians continue to make things worse. I have a proven record of success, 32 years in business, and 8 years as Governor of the state of Florida."
871,456,BUSH,"I will change the culture in Washington, just as I changed the culture in Tallahassee. I will do so in a way that will bring people together. We need a unifier, not a cynical divider in chief, and that's exactly what I will do."
872,456,BUSH,Imagine a country where people are lifted out of poverty again. Imagine a country where the middle class can get rising income again. I know we can do this because we're still the most extraordinary country on the face of the Earth.
873,457,HARWOOD,"Thank you, Governor. Governor Huckabee."
874,458,HUCKABEE,"You know, I know to a lot of people in the media, this is just a great big game, and we're the players. And, we come out here, and we do our thing. And, sometimes we're held up in contempt by people who write columns, but, I guarantee you to every person on this stage there's something deep inside of us that would cause us to give up our livelihoods and step out on this stage and fight for the people of America."
875,458,HUCKABEE,"I've got five grandkids. I do not want to walk my five grandkids through the charred remains of a once great country called America, and say, ""Here you go, $20 trillion dollars of debt. Good luck making something out of this mess."""
876,458,HUCKABEE,"And, for those of us who are serious enough to run for president, think long and hard why we're here, and hopefully you'll know we're not here for ourselves. We honest to god are here to get this country back on track. I know this, I certainly am."
877,459,HARWOOD,Thank you...
878,460,HUCKABEE,...Thank you.
879,461,HARWOOD,Governor Kasich?
880,462,KASICH,"I was on morning Joe at a town hall and a young student stood up and said, ""Can I still be idealistic?"""
881,462,KASICH,"I said, absolutely, you can still change the world. And, you know the old inscription, if you save one life, you've changed the world. Folks, we have a problem here with the leadership in Washington, but I'll tell you another problem. We need to rebuild our families. We need to have stronger families. We need to know who our neighbors are. We need to come together as a country because we have to realize that America is great, not from the top-down. Oh yeah, we want to elect a good president, but America is great from the bottom-up, and the bottom-up is us in our families, in our communities, in our neighborhoods. We will renew America if we work together, and I am totally confident that we will. And God bless America."
882,462,KASICH,(APPLAUSE)
883,463,HARWOOD,"Thank you, Governor."
884,464,QUINTANILLA,"That concludes tonight's debate. On behalf of my colleagues Becky Quick, John Harwood, Sharon Epperson, Rick Santelli and Jim Cramer, we'd like to our host, the University of Colorado at Boulder, the Republican National Committee, the candidates and, of course, tonight's audience."
