SentenceNo,SequenceNo,Speaker,Text,PolarityScore
1056,558,CRUZ,"I have spent my entire life, starting from clerking for Chief Justice William Rehnquist on the United States Supreme Court, one of the most principled jurists. We have an out-of-control Court, and I give you my word, if I'm elected president, every single Supreme Court justice will faithfully follow the law and will not act like philosopher kings - ",-0.07142857142857142
1057,559,TAPPER,"Thank you, Senator.",0.0
1058,560,CRUZ,- imposing their liberal policies on millions of Americans -,0.0
1059,561,TAPPER,"Thank you, Semator.",0.0
1060,562,CRUZ,- who need to be trusted to govern ourselves.,0.0
1061,563,TAPPER,"Thank you, Senator.",0.0
1062,563,TAPPER,(APPLAUSE),0.0
1063,563,TAPPER,"Governor Huckabee, I want to bring you in very quickly if you could. Will you have a litmus test when it comes to appointing Supreme Court nominees?",0.0
1064,564,HUCKABEE,"You better believe I will, because I'm tired of liberals always having a litmus test and conservatives are supposed to pretend we don't. Well let me tell you what mine would be.",0.04999999999999999
1065,564,HUCKABEE,"Number one, I'd ask do you think that the unborn child is a human being or is it just a blob of tissue? I'd want to know the answer to that. I'd want to know do you believe in the First Amendment, do you believe that religious liberty is the fundamental liberty around which all the other freedoms of this country are based? And I'd want to know do you really believe in the Second Amendment, do you believe that we have an individual right to bear arms to protect ourselves and our family and to protect our country? And do you believe in the Fifth and the 14th Amendment? Do you believe that a person, before they're deprived of life and liberty, should in fact have due process and equal protection under the law? Because if you do, you're going to do more than defund Planned Parenthood.",0.12142857142857143
1066,565,TAPPER,"Thank you, Governor.",0.0
1067,566,HUCKABEE,"One final thing. I'd make darn sure that we absolutely believe the 10th Amendment. Every governor on this stage would share this much with you. Every one of us - our biggest fight wasn't always with the legislature or even with the Democrats. My gosh, half the time, it was with the federal government who apparently never understood -",0.0
1068,567,TAPPER,"Thank you, Governor.",0.0
1069,568,HUCKABEE,"- that if it's not reserved in the Constitution, then the 10th Amendment says it's left to the states. But somebody forgot to send a memo to Washington.",0.0
1070,569,TAPPER,"Thank you, Governor. We're going to take a quick break. Coming up, one of the hottest questions that you have been asking us via social media. We will pose it to the candidates. That's coming up right after this.",0.03333333333333333
1071,569,TAPPER,(APPLAUSE),0.0
1072,569,TAPPER,(COMMERCIAL BREAK),0.0
1073,570,TAPPER,"Welcome back to CNN's Republican presidential debate at the Reagan Library here in Simi Valley - Simi Valley, California.",0.4
1074,570,TAPPER,"Many people on social media wanted us to ask about marijuana legalization. Senator Paul, Governor Christie recently said, quote, ""if you're getting high in Colorado today,"" where marijuana has been legalized, ""enjoy it until January 2017, because I will enforce the federal laws against marijuana."" Will you?",0.18666666666666668
1075,571,PAUL,"I think one of the great problems, and what American people don't like about politics, is hypocrisy. People have one standard for others and not for them - for themselves.",0.4
1076,571,PAUL,"There is at least one prominent example on the stage of someone who says they smoked pot in high school, and yet the people going to - to jail for this are poor people, often African-Americans and often Hispanics, and yet the rich kids who use drugs aren't.",0.03916666666666666
1077,571,PAUL,"I personally think that this is a crime for which the only victim is the individual, and I think that America has to take a different attitude. I would like to see more rehabilitation and less incarceration. I'm a fan of the drug courts which try to direct you back towards work and less time in jail.",-0.015000000000000003
1078,571,PAUL,"But the bottom line is the states. We say we like the 10th Amendment, until we start talking about this. And I think the federal government has gone too far, I think that the war on drugs has had a racial outcome, and really has been something that has really damaged our inner cities.",0.125
1079,571,PAUL,"Not only do the drugs damage them, we damage them again by incarcerating them and then preventing them from getting employment over time.",0.0
1080,571,PAUL,So I don't think that the federal government should override the states. I believe in the 10th Amendment and I really will say that the states are left to themselves.,0.1
1081,571,PAUL,(APPLAUSE),0.0
1082,572,TAPPER,I want to give that - I want to give the person that you called a hypocrite an opportunity to respond. Do you want to identify that person?,0.0
1083,573,PAUL,"Well, I think if we left it open, we could see how many people smoked pot in high school.",0.165
1084,573,PAUL,(LAUGHTER),0.0
1085,574,TAPPER,Is there somebody you were specifically thinking of?,0.0
1086,575,PAUL,"Well, you know, the thing is that...",0.0
1087,576,BUSH,He was talking about me.,0.0
1088,577,PAUL,"Yeah, I was talking about (inaudible) - well, let me...",0.0
1089,578,TAPPER,"That's what I though, but I wanted (inaudible) to say it.",0.0
1090,579,BUSH,"Well, I - I wanted to - be - make it easier for him.",0.0
1091,580,TAPPER,OK.,0.5
1092,581,BUSH,And I just did.,0.0
1093,582,TAPPER,"Governor Bush, please.",0.0
1094,583,BUSH,"So, 40 years ago, I smoked marijuana, and I admit it. I'm sure that other people might have done it and may not want to say it in front of 25 million people. My mom's not happy that I just did.",0.1875
1095,583,BUSH,(LAUGHTER),0.0
1096,583,BUSH,(APPLAUSE),0.0
1097,584,BUSH,"That's true. And here's the deal. Here's the deal. We have - we have a serious epidemic of drugs that goes way beyond marijuana. What goes on in Colorado, as far as I'm concerned, that should be a state decision.",0.1
1098,584,BUSH,"But if you look at the problem of drugs in this - in this society today, it's a serious problem. Rand, you know this because you're campaigning in New Hampshire like all of us, and you see the epidemic of heroin, the overdoses of heroin that's taking place.",0.13636363636363635
1099,584,BUSH,"People's families are - are being torn apart. It is appropriate for the government to play a consistent role to be able to provide more treatment, more prevention - we're the state that has the most drug courts across every circuit in - in - in Florida, there are drug courts to give people a second chance.",0.39285714285714285
1100,584,BUSH,That's the best way to do this.,1.0
1101,585,PAUL,"But let me respond. The thing is, is that in Florida, Governor Bush campaigned against medical marijuana. That means that a small child like Morgan Hintz (ph) that has seizures is day, is failing on non-traditional medications, is not allowed to use cannabis oil.",-0.15
1102,585,PAUL,"And if they do that in Florida, they will take the child away, they will put the parents in jail. And that's what that means if you're against allowing people use medical marijuana, you'll actually put them in jail.",-0.03333333333333333
1103,586,BUSH,"No, you're wrong - you're wrong about this.",-0.5
1104,587,PAUL,"And actually, under the current circumstances, kids who had privilege like you do, don't go to jail, but the poor kids in our inner cities go to jail. I don't think that's fair. And I think we need to acknowledge it, and it is hypocritical to still want to put poor people in jail... BUSH: I don't want to put poor people in jail, Randy.",-0.25
1105,588,PAUL,"Well, you vote - you oppose medical marijuana...",0.0
1106,589,BUSH,"Here's the deal. No, I did not oppose when the legislature passed the bill to deal with that very issue. That's the way to solve this problem.",0.2
1107,589,BUSH,"Medical marijuana on the ballot was opened up, there was a huge loophole, it was the first step to getting to a (inaudible) place. And as a citizen of Florida, I voted no.",0.2166666666666667
1108,590,PAUL,But that means you'll put people in jail.,-0.1
1109,590,PAUL,(CROSSTALK),0.0
1110,591,TAPPER,I want to go right now - I want to go right now...,0.2857142857142857
1111,592,FIORINA,"Jake, may I just say...",0.0
1112,593,CHRISTIE,"Jake, you brought my issue up.",0.0
1113,594,TAPPER,"That's true. Go ahead, Christie, please.",0.0
1114,595,CHRISTIE,"You know, I enjoy the interplay. Thank you, gentlemen.",0.4
1115,595,CHRISTIE,"I'll just say this, first off, New Jersey is the first state in the nation that now says if you are non-violent, non-dealing drug user, that you don't go to jail for your first offense. You go to mandatory treatment.",0.1572727272727273
1116,595,CHRISTIE,"You see, Jake, I'm pro-life. And I think you need to be pro-life for more than just the time in the womb. It gets tougher when they get out of the womb. And when they're the 16-year-old drug addict in the Florida county lockup, that life is just as precious as the life in the womb.",0.5
1117,595,CHRISTIE,"And so, that's why I'm for rehabilitation, why I think the war on drugs has been a failure.",-0.3166666666666667
1118,595,CHRISTIE,"But I'll end with this. That doesn't mean we should be legalizing gate way drugs. And if Senator Paul thinks that the only victim is the person, look at the decrease in productivity, look at the way people get used and move on to other drugs when they use marijuana as a gateway drug, it is not them that are the only victims. Their families are the victims too, their children are the victims too, and their employers are the victims also.",-0.05
1119,595,CHRISTIE,"That's why I'll enforce the federal law, while you can still put an emphasis on rehabilitation, which we've done in New Jersey.",0.13636363636363635
1120,596,PAUL,May I respond?,0.0
1121,597,FIORINA,Jake - Jake...,0.0
1122,598,TAPPER,"You may respond, and then I'll bring in you, Ms. Fiorina.",0.0
1123,598,TAPPER,(APPLAUSE),0.0
1124,599,PAUL,"Understand what they're saying. if they're going to say we are going to enforce the federal law against what the state law is, they aren't really believing in the Tenth Amendment.",0.2
1125,599,PAUL,"Governor Christie would go into Colorado, and if you're breaking any federal law on marijuana, even though the state law allows it, he would put you in jail. If a young mother is trying to give her child cannabis oil for medical marijuana for seizure treatment, he would put her in jail, if it violates federal law.",-0.1
1126,599,PAUL,"I would let Colorado do what the Tenth Amendment says. This power - we were never intended to have crime dealing at the federal level. Crime was supposed to be left to the states. Colorado has made their decision. And I don't want the federal government interfering and putting moms in jail, who are trying to get medicine for their kid...",-0.1
1127,600,CHRISTIE,And Senator Paul knows that that's simply not the truth.,0.0
1128,600,CHRISTIE,"In New Jersey, we have medical marijuana laws, which I supported and implemented. This is not medical marijuana. There's goes as much - a further step beyond. This is recreational use of marijuana.",0.06818181818181818
1129,600,CHRISTIE,"This is much different. And so, while he would like to use a sympathetic story to back up his point, it doesn't work. I'm not against medical marijuana. We do it in New Jersey. But I'm against the recreational use against marijuana.",0.25
1130,600,CHRISTIE,"If he wants to change the federal law, get Congress to pass the law to change it, and get a president to sign it.",0.2
1131,601,PAUL,May I respond? May I respond?,0.0
1132,602,TAPPER,"Yes, Senator Paul.",0.0
1133,602,TAPPER,(APPLAUSE),0.0
1134,603,PAUL,"Here is the thing, he doesn't want to make it about medical marijuana, but what if New Jersey's medical marijuana contradicts the federal law? He's saying he'll send the federal government in, and he will enforce the federal law. That's not consistent with the Tenth Amendment. It is not consistent with states' rights. And it is not consistent with the conservative vision for the country.",0.04545454545454545
1135,603,PAUL,I don't think we should be sending the federal police in to arrest a mother and separate them from their child for giving a medicine to their child for seizures.,-0.05
1136,603,PAUL,(CROSSTALK),0.0
1137,604,TAPPER,I want to bring in Ms. Fiorina - I want to bring in Ms. Fiorina on this issue.,0.0
1138,605,FIORINA,"I very much hope I am the only person on this stage who can say this, but I know there are millions of Americans out there who will say the same thing.",0.08666666666666667
1139,605,FIORINA,"My husband Frank and I buried a child to drug addiction. So, we must invest more in the treatment of drugs.",0.0
1140,606,FIORINA,I agree with Senator Paul. I agree with states' rights. But we are misleading young people when we tell them that marijuana is just like having a beer. It's not. And the marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.,0.0
1141,606,FIORINA,(LAUGHTER),0.0
1142,606,FIORINA,"We do - sorry, Barbara. We do need - we do need criminal justice reform. We have the highest incarceration rates in the world. Two-thirds of the people in our prisons are there for non-violent offenses, mostly drug related. It's clearly not working.",0.25
1143,606,FIORINA,"But we need to tell young people the truth. Drug addiction is an epidemic, and it is taking too many of our young people. I know this sadly from personal experience.",0.3
1144,607,TAPPER,"Hugh - Hugh, I'd like to...",0.0
1145,607,TAPPER,(APPLAUSE),0.0
1146,608,HEWITT,"Thank you, Jake.",0.0
1147,608,HEWITT,Tomorrow is - Republicans know this - tomorrow is Constitution Day. We've been talking about the 10th Amendment. Let's talk about the Second Amendment.,0.0
1148,608,HEWITT,"Governor Bush, one of the things the Supreme Court has gotten right is that it's an individual right and it's protected for individuals to hold it.",0.19047619047619047
1149,608,HEWITT,"Last week, you said the next step in gun issues is to make sure they're not in the hands of mentally ill. In this state, there's a controversial law that allows guns to be taken away from people without a hearing.",0.55
1150,608,HEWITT,"Where does it go - and the problem of violence is endemic, but where does it go from what you said last week, how far into people's lives to take guns away from them?",0.05
1151,609,BUSH,Not very far.,-0.038461538461538464
1152,609,BUSH,"I think we need to do this state by state. There are places that get this right, and we need to make sure that we protect the privacy laws. This is a complicated place. But I do think the natural impulse on the left - Hillary Clinton, immediately after one of these horrific violent acts took place, immediately said we need to have federal gun laws. President Obama almost reflexively always says the same thing.",-0.42500000000000004
1153,609,BUSH,"And the net result is, you're going to take away rights of - of law-abiding citizens, the 99.999 percent of the people that are law- abiding citizens. That's not the right approach to do it.",0.0
1154,609,BUSH,"In Florida, we have a background check. We have concealed-weapon permit holders, and in fact, there's 1,200,000 of them. We have a reduction in violent crime because we put people behind bars when they use a gun in the commission of the crime. That's the better approach.",-0.6000000000000001
1155,609,BUSH,But we're living in a society today where despair kind of grows in isolation.,0.6
1156,610,HEWITT,"If a family member calls and says, ""My child, my brother, my sister is disturbed,"" ought the state be able to go and get their weapon without a hearing?",0.5
1157,611,BUSH,"I - I think there needs to be a hearing, but the fact is, we need to encourage that kind of involvement. That's - that's exactly what we need to do.",0.6
1158,611,BUSH,(CROSSTALK),0.0
1159,612,RUBIO,"There's a broader issue here, Hugh. And there's a broader issue here as well.",0.0
1160,612,RUBIO,"First of all, the only people that follow the law are law-abiding people. Criminals by definition ignore the law, so you can pass all the gun laws in the world, like the left wants. The criminals are going to ignore it because they are criminals.",0.1
1161,612,RUBIO,Here's the real issue.,0.2
1162,612,RUBIO,(APPLAUSE),0.0
1163,612,RUBIO,"The real issue - the real issue is not what are people using to commit violence, but why are they committing the violence? And here's the truth Because you cannot separate the social, moral wellbeing of your people from their economic and other wellbeing. You cannot separate it.",0.027083333333333334
1164,612,RUBIO,"You can't have a strong country without strong people, you cannot have strong people without strong values, and you cannot have strong values without strong families and the institutions in this country that defend and support those families.",0.4333333333333333
1165,613,HEWITT,"Thank you, Senator.",0.0
1166,614,RUBIO,"Well, and today, we have a left-wing government under this president that is undermining all of the institutions and society that support the family and teach those values.",0.0
1167,615,HEWITT,"Senator Cruz, I want to go to you.",0.0
1168,615,HEWITT,"Your constitutional litigant (ph), are you afraid of the next- step theory of what happens to Second Amendment rights?",-0.19999999999999998
1169,616,CRUZ,"I - I am not, and - and you mentioned that the U.S. Supreme Court had rightly upheld the individual right to keep and bear arms.",0.19047619047619047
1170,616,CRUZ,"I was proud to lead 31 states before the U.S. Supreme Court defending the Second Amendment, and we won that landmark victory. And indeed, just a couple of years ago, when Harry Reid and Barack Obama came after the right to keep and bear arms of millions of Americans, I was proud to lead the fight in the United States Senate to protect our right to keep and bear arms, and for that reason...",0.45714285714285713
1171,617,HEWITT,"Thank you, Senator.",0.0
1172,618,CRUZ,... I was honored to be endorsed by Gun Owners of America...,0.0
1173,619,HEWITT,"Thank you, Senator.",0.0
1174,620,CRUZ,"... as the strongest supporter of the Second Amendment on this stage today, and I will...",0.0
1175,621,HEWITT,"Thank you, senator.",0.0
1176,622,CRUZ,... fight every day to defend the Bill of Rights.,0.0
1177,623,TAPPER,I'd like to turn it over - I'd like to turn to Dana Bush.,0.0
1178,624,BASH,"Mr. Trump, you have said once or twice that you are really rich, and you are by far the richest person on this stage.",0.2375
1179,624,BASH,"Chris Christie says billionaires like you and even people who make and earn far less should no longer get Social Security, or at least there should be limits based on - on their income.",-0.08333333333333333
1180,624,BASH,"You think he's wrong, and if so, why?",-0.5
1181,625,TRUMP,"Speaking for myself, I'm OK with it. I think there's a certain truth to it. I know people that, frankly, it has no impact on their life whatsoever. There are many people.",0.0
1182,625,TRUMP,"I would almost say leave it up to them, but I would be willing to check it off, and say I will not get Social Security. I do not...",0.14166666666666666
1183,626,BASH,What about the country as a - as a policy?,0.0
1184,627,TRUMP,"As a policy, I would almost leave it up to the people. Don't forget they pay in and they pay in, and maybe they do well, and maybe some people want it. But the fact is that there are people that truly don't need it, and there are many people that do need it very, very badly. And I would be willing to write mine off 100 percent, Dana.",-0.2049999999999999
1185,628,BASH,So is a voluntary program the way to get the Social Security system solvent again like that.,0.03333333333333333
1186,629,CHRISTIE,"No, it's not. But with Donald, it's a good start. That's really good.",0.7
1187,629,CHRISTIE,(LAUGHTER),0.0
1188,629,CHRISTIE,"No, listen. This is an issue that - that we've gotta talk about, and we haven't talked about yet.",0.0
1189,629,CHRISTIE,"71 percent of all federal spending is on entitlements and debt service. When John Kennedy was elected president in 1960, it was 26 percent.",0.0
1190,629,CHRISTIE,Harvard and Dartmouth says that Social Security's going to go insolvent in seven to eight years. So what I say is very simple. We need to save this program for the good people out there who have paid into the system and need it.,0.7
1191,629,CHRISTIE,"And if that means making sure that folks like Donald and many of us on the stage don't get it, that's the right thing to do because here's what Hillary Clinton is going to want to do.",0.42857142857142855
1192,629,CHRISTIE,She's going to want to put more money into a system that has already lied to us and stolen from us. This government doesn't need more money to make Social Security solvent. We need to be not paying out benefits to people who don't really need it.,0.5
1193,629,CHRISTIE,We need to protect the people who Social Security means the difference between picking between heat and rent and food. That's why I put out the proposal and that's the people I'm trying to...,0.03333333333333333
1194,629,CHRISTIE,(CROSSTALK),0.0
1195,630,TAPPER,"Thank you, Governor.",0.0
1196,630,TAPPER,(CROSSTALK),0.0
1197,631,TAPPER,"I'm coming to you right now on a separate issue, sir. We received...",0.2857142857142857
1198,632,(UNKNOWN),"Well, I want to talk about this issue for a moment.",0.0
1199,633,TAPPER,We received a lot of questions from social media about climate change.,0.03333333333333333
1200,633,TAPPER,"Senator Rubio, Ronald Reagan's secretary of state, George Shultz, reminds us that when Reagan was president he faced a similar situation to the one that we're facing now. There were dire warnings from the mass consensus of the scientific community about the ozone layer shrinking.",0.0
1201,633,TAPPER,"Shultz says Ronald Reagan urged skeptics in industry to come up with a plan. He said, do it as an insurance policy in case the scientists are right. The scientists were right. Reagan and his approach worked.",0.0
1202,633,TAPPER,"Secretary Shultz asks, why not take out an insurance policy and approach climate change the Reagan way?",0.0
1203,634,RUBIO,Because we're not going to destroy our economy the way the left-wing government that we are under now wants to do. We're not going to...,0.0
1204,635,TAPPER,I'm citing George Shultz.,0.0
1205,636,RUBIO,"Well, and I don't - he may have lined up with their positions on this issue. But here is the bottom line. Every proposal they put forward are going to be proposals that will make it harder to do business in America, that will make it harder to create jobs in America.",-0.1
1206,636,RUBIO,"Single parents are already struggling across this country to provide for their families. Maybe a billionaire here in California can afford an increase in their utility rates, but a working family in Tampa, Florida, or anywhere across this country cannot afford it.",0.0
1207,636,RUBIO,"So we are not going to destroy our economy. We are not going to make America a harder place to create jobs in order to pursue policies that will do absolutely nothing, nothing to change our climate, to change our weather, because America is a lot of things, the greatest country in the world, absolutely.",0.325
1208,636,RUBIO,"But America is not a planet. And we are not even the largest carbon producer anymore, China is. And they're drilling a hole and digging anywhere in the world that they can get a hold of.",0.0
1209,636,RUBIO,"So the bottom line is, I am not in favor of any policies that make America a harder place for people to live, or to work, or to raise their families.",0.018181818181818174
1210,636,RUBIO,(APPLAUSE),0.0
1211,637,TAPPER,"Governor Christie, you have said that climate change is real, and that humans help contribute to it. Without getting into the issue of China versus the United States, which I understand you've talked about before, what do you make of skeptics of climate change such as Senator Rubio?",0.0
1212,638,CHRISTIE,I don't think Senator Rubio is a skeptic of climate change. I think what Senator Rubio said I agree with. That in fact we don't need this massive government intervention to deal with the problem.,0.0
1213,638,CHRISTIE,"Look at what we have done in New Jersey. We have already reached our clean air goals for 2020. And when I was governor, I pulled out of the regional cap and trade deal, the only state in the Northeast that did that. And we still reached our goals.",0.0
1214,638,CHRISTIE,Why? Because 53 percent of our electricity comes from nuclear. We use natural gas. We use solar power. We're the third-highest- using solar power state. You know why? Because we made all of those things economically feasible.,0.3
1215,638,CHRISTIE,I agree with Marco. We shouldn't be destroying our economy in order to chase some wild left-wing idea that somehow us by ourselves is going to fix the climate. We can contribute to that and be economically sound.,-0.05
1216,638,CHRISTIE,We have proven we can do that in New Jersey. Nuclear needs to be back on the table in a significant way in this country if we want to go after this problem.,0.1875
1217,638,CHRISTIE,(APPLAUSE),0.0
1218,639,TAPPER,"Just for the record, I was citing Secretary of State George Shultz, Ronald Reagan's secretary of state who I don't think anybody would call him left-wing.",0.0
1219,640,CHRISTIE,"I understand. No, no, listen, everybody makes a mistake every once in a while, Jake, even George Shultz. And if that's truly a representation of what he believes we should be doing, then with all due respect to the former secretary of state, I disagree with him.",-0.0625
1220,641,RUBIO,"Jake, you mentioned me and called me a denier. Let me say, climate change...",0.0
1221,642,TAPPER,I called you a skeptic.,0.0
1222,643,RUBIO,"OK. A skeptic. You can measure the climate. You can measure it. That's not the issue we're discussing. Here is what I'm skeptical of. I'm skeptical of the decisions that the left wants us to make, because I know the impact those are going to have and they're all going to be on our economy.",-0.09999999999999999
1223,643,RUBIO,They will not do a thing to lower the rise of the sea. They will not do a thing to cure the drought here in California. But what they will do is they will make America a more expensive place to create jobs.,0.0
1224,643,RUBIO,"And today with millions of people watching this broadcast that are struggling paycheck to paycheck that do not know how they're going to pay their bills at the end of this month, I'm not in favor of anything that is going to make it harder for them to raise their family.",-0.1
1225,643,RUBIO,(CROSSTALK),0.0
1226,644,TAPPER,I want to go another question right now.,0.2857142857142857
1227,644,TAPPER,(CROSSTALK) ,0.0
1228,645,WALKER,"... a lot of those people, though, and I'm going to echo what Senator Rubio just said. This is an issue where, we're talking about my state, it's thousands of manufacturing jobs. Thousands of manufacturing jobs for a rule the Obama administration, own EPA has said will have a marginal impact on climate change.",0.6
1229,645,WALKER,"So we're going to put thousands and thousands of jobs in my state, I think it's something like 30,000 in Ohio, other states across this country, we're going to put people - manufacturing jobs, the kind of jobs that are far greater than minimum wage, this administration is willing to put at risk for something its own EPA says is marginal (ph)...",0.3208333333333333
1230,646,TAPPER,"Thank you, Governor.",0.0
1231,646,TAPPER,(CROSSTALK),0.0
1232,646,TAPPER,(CROSSTALK),0.0
1233,647,TAPPER,I'm turning to...,0.0
1234,648,PAUL,"If you want a skeptic - if you want a skeptic, Jake, I will happily jump into that briar patch. If you want a real...",0.8
1235,649,TAPPER,"...I'm turning to another - I'm turning to another issue right now. Senator Cruz. Well, I think we've heard from several this evening.",0.2857142857142857
1236,649,TAPPER,"A backlash against vaccines was blamed for a measles outbreak here in California. Dr. Carson, Donald Trump has publicly and repeatedly linked vaccines, childhood vaccines, to autism, which, as you know, the medical community adamantly disputes.",0.03333333333333333
1237,649,TAPPER,You're a pediatric neurosurgeon. Should Mr. Trump stop saying this?,0.0
1238,650,CARSON,"Well, let me put it this way, there has - there have been numerous studies, and they have not demonstrated that there is any correlation between vaccinations and autism.",0.0
1239,650,CARSON,"This was something that was spread widely 15 or 20 years ago, and it has not been adequately, you know, revealed to the public what's actually going on. Vaccines are very important. Certain ones. The ones that would prevent death or crippling.",0.05833333333333333
1240,650,CARSON,"There are others, there are a multitude of vaccines which probably don't fit in that category, and there should be some discretion in those cases. But, you know, a lot of this is - is - is pushed by big government.",0.4
1241,650,CARSON,"And I think that's one of the things that people so vehemently want to get rid of, big government. You know, we have 4.1 million federal employees. Six hundred and fifty federal agencies and department (sic).",0.0
1242,650,CARSON,That's why they have to take so much of our taxes. ,0.2
1243,651,TAPPER,Should he stop saying it? Should he stop saying that vaccines cause autism?,0.0
1244,652,CARSON,"Well, you know, I've just explained it to him. He can read about it if he wants to. I think he's an intelligent man and will make the correct decision after getting the real facts.",0.5
1245,653,TAPPER,"Mr. Trump, as president, you would...",0.0
1246,654,TRUMP,"Well, I - I - I'd like to respond.",0.0
1247,655,TAPPER,I'm going right to you.,0.2857142857142857
1248,656,TRUMP,I'd like to respond.,0.0
1249,657,TAPPER,"Mr. Trump, as president, you would be in charge of the Centers for Disease Control and the National Institutes of Health, both of which say you are wrong. How would you handle this as president?",-0.5
1250,658,TRUMP,"Autism has become an epidemic. Twenty-five years ago, 35 years ago, you look at the statistics, not even close. It has gotten totally out of control.",0.0
1251,658,TRUMP,"I am totally in favor of vaccines. But I want smaller doses over a longer period of time. Because you take a baby in - and I've seen it - and I've seen it, and I had my children taken care of over a long period of time, over a two or three year period of time.",-0.05
1252,658,TRUMP,"Same exact amount, but you take this little beautiful baby, and you pump - I mean, it looks just like it's meant for a horse, not for a child, and we've had so many instances, people that work for me.",0.18333333333333335
1253,658,TRUMP,"Just the other day, two years old, two and a half years old, a child, a beautiful child went to have the vaccine, and came back, and a week later got a tremendous fever, got very, very sick, now is autistic.",-0.003690476190476205
1254,658,TRUMP,"I only say it's not - I'm in favor of vaccines, do them over a longer period of time, same amount.",0.0
1255,659,TAPPER,Thank you.,0.0
1256,660,TRUMP,But just in - in little sections.,-0.1875
1257,661,TAPPER,Dr. - Dr. Carson?,0.0
1258,662,TRUMP,I think - and I think you're going to have - I think you're going to see a big impact on autism.,0.0
1259,663,TAPPER,"Dr. Carson, you just heard his medical take.",0.0
1260,663,TAPPER,(LAUGHTER),0.0
1261,664,CARSON,He's an OK doctor.,0.5
1262,664,CARSON,(LAUGHTER),0.0
1263,664,CARSON,(APPLAUSE),0.0
1264,665,CARSON,"But, you know, the fact of the matter is, we have extremely well-documented proof that there's no autism associated with vaccinations. But it is true that we are probably giving way too many in too short a period of time.",-0.125
1265,665,CARSON,"And a lot of pediatricians now recognize that, and, I think, are cutting down on the number and the proximity in which those are done, and I think that's appropriate.",-0.08518518518518518
1266,666,TRUMP,"And that's all I'm saying, Jake. That's all I'm saying.",0.0
1267,667,TAPPER,"Dr. Paul? Dr. Paul, I'd like to bring you in.",0.0
1268,668,PAUL,A second opinion?,0.0
1269,668,PAUL,(LAUGHTER),0.0
1270,668,PAUL,"One of the greatest - one of the greatest medical discoveries of all times was - were the vaccines, particularly for smallpox. And if you want to read a story, it's called The Speckled Monster, it's an amazing story, it was all done voluntary.",0.5416666666666666
1271,668,PAUL,But people came in by the droves. George Washington wouldn't let his wife visit until she got vaccinated. So I'm all for vaccines. But I'm also for freedom.,0.0
1272,668,PAUL,"I'm also a little concerned about how they're bunched up. My kids had all of their vaccines, and even if the science doesn't say bunching them up is a problem, I ought to have the right to spread out my vaccines out a little bit at the very least.",-0.09726190476190477
1273,669,TAPPER,"Alright, thank you so much...",0.2
1274,670,HUCKABEE,Jake? Jake?,0.0
1275,671,TAPPER,"Coming up - I'm sorry, Governor Huckabee, please.",-0.5
1276,672,HUCKABEE,"I think we need to remember that there are maybe some controversies about autism, but there is no controversy about the things that are really driving the medical costs in this country.",0.1
1277,672,HUCKABEE,"And I would really believe that the next president ought to declare a war on cancer, heart disease, diabetes, and Alzheimer's, because those are the four things that are causing the greatest level of cost.",0.39999999999999997
1278,672,HUCKABEE,"John Kennedy said, ""we'll go to the moon in a decade and bring a man back,"" and we did it. I grew up in the '50s. I remember the polio vaccine. We saved billions of dollars since that time, because we haven't had to treat for polio.",0.0
1279,672,HUCKABEE,"Why doesn't this country focus on cures rather than treatment? Why don't we put a definitive focus scientifically on finding the cure for cancer, for heart disease, for diabetes and for Alzheimer's, a disease alone that will cost us -",0.0
1280,673,TAPPER,"Thank you, Governor.",0.0
1281,674,HUCKABEE,$1.1 trillion by the year 2050. We change the economy and the country.,0.0
1282,675,TAPPER,"We have to take another quick break. Coming up, Ronald Reagan looming large over this debate. So how Reaganesque exactly are these Republicans? We will find out next.",0.21428571428571427
1283,675,TAPPER,(APPLAUSE),0.0
1284,675,TAPPER,(COMMERCIAL BREAK),0.0
1285,676,TAPPER,"Welcome back to CNN's Republican Presidential Debate at the Reagan Library in Simi Valley, California. We have a few last questions for you. Two of them a little lighthearted, the other one more serious. We'll start with one of the more light questions. Senator Paul, I'm going to start with you and we're just going to go down the line.",0.4
1286,676,TAPPER,"Earlier this year, the Treasury Department announced that a woman will appear on the $10 bill. What woman would you like to see on the $10 bill?",0.0
1287,677,PAUL,"Ooh, that's a tough one. You know, I'm big on - that we were - and I love what Carly said about women's suffrage. I think Susan B. Anthony might be a good choice.",0.25
1288,678,TAPPER,Governor Huckabee?,0.0
1289,679,HUCKABEE,That's an easy one. I'd put my wife on there.,0.0
1290,679,HUCKABEE,(LAUGHTER),0.0
1291,679,HUCKABEE,"I've been married to her 41 years. She's fought cancer and lived through it. She's raised three kids, five great grandkids, and she's put up with me. I mean, who else could possibly be on that money other than my wife. And that way, she could spend her own money with her face.",0.8
1292,679,HUCKABEE,(LAUGHTER),0.0
1293,680,TAPPER,Senator Paul (sic).,0.0
1294,681,RUBIO,"Senator Rubio, you mean?",-0.3125
1295,682,TAPPER,I'm sorry. Senator Rubio?,0.0
1296,683,RUBIO,I know we all look alike.,0.0
1297,683,RUBIO,(LAUGHTER),0.0
1298,684,TAPPER,Just the senators.,0.0
1299,685,RUBIO,"The - Rosa Parks, an everyday American that changed the course of history.",-0.1
