SentenceNo,SequenceNo,Speaker,Text,PolarityScore,Type
335,150,RUBIO,"And on another point that we need to talk about, Assad is one of the main reasons why ISIS even exists to begin with. Assad is a puppet of Iran. And he has been so brutal toward the Sunni within Syria that he created the space that led to the people of Syria themselves to stand up and try to overthrow him. That led to the chaos which allowed ISIS to come in and take advantage of that situation and grow more powerful.",-0.875,rep5
336,150,RUBIO,"And the fact that this president led from behind meant there were no alternative groups on the ground to be empowered, leaving ISIS with the prime operating space they needed to become the force they have now become.",-0.4,rep5
337,150,RUBIO,(CROSSTALK),0.0,rep5
338,151,BLITZER,"Thank you, Senator. Stand by.",0.0,rep5
339,151,BLITZER,(APPLAUSE),0.0,rep5
340,152,BLITZER,"Ms. Fiorina, the former defense secretary, Bob Gates, says the chances of getting Sunni-Arab forces on the ground to get the job done, his words, ""chances very remote."" What's your strategy?",-0.065,rep5
341,153,FIORINA,"Well, first I'll just point out that talking tough is not the same as being strong. And to wage war, we need a commander in chief who has made tough calls in tough times and stood up to be held accountable over and over, not first-term senators who've never made an executive decision in their life.",-0.3888888888888889,rep5
342,153,FIORINA,"One of the things I would immediately do, in addition to defeating them here at home, is bring back the warrior class -- Petraeus, McChrystal, Mattis, Keane, Flynn. Every single one of these generals I know. Every one was retired early because they told President Obama things that he didn't want to hear.",0.0,rep5
343,153,FIORINA,"We must have Sunni-Arabs involved in this coalition. We must commit leadership, strength, support and resolve. I'll just add that Margaret Thatcher once said, ""If you want something talked about, ask a man; if you want something done, ask a woman.""",0.0,rep5
344,153,FIORINA,(APPLAUSE),0.0,rep5
345,154,BLITZER,Thank you.,0.0,rep5
346,154,BLITZER,"Governor Christie, what's your strategy?",0.0,rep5
347,155,CHRISTIE,"Wolf, you sit up here and you listen to this stuff, and you think that so many of these people have had so much to do in this national debate, they talk like they were bystanders. You know, we talk about our military being degraded over time, and yet we've had folks on this stage who've been a part of Congress who have participated in sequester; who participated in the degrading of this military over time.",-0.1,rep5
348,155,CHRISTIE,"And that's why I think people get so frustrated with Washington, D.C. now. That's why they're so angry with the -- the electorate is so angry with everybody who is involved in government in Washington, D.C. Because if you listen to the folks up here, you think that they weren't even there; they had nothing to do with this.",-0.5,rep5
349,156,CHRISTIE,"This is a difference between being a governor and being in a legislature. See, because when something doesn't work in New Jersey, they look at me, say: ""Why didn't it get done? Why didn't you do it?"" You have to be responsible and accountable.",0.13636363636363635,rep5
350,156,CHRISTIE,"And so on ISIS, let's be clear, the president needs to be a force that is trusted in the world. On this I agree with Marco. You know, this president is not trusted.",0.10000000000000002,rep5
351,156,CHRISTIE,"If you're the King of Jordan, if you're a part of the royal family in Saudi Arabia and he's made this deal with Iran which gives them $150 billion to wage a war and try to extend their empire across the Middle East, why would you want to do it now?",0.0,rep5
352,156,CHRISTIE,"But I will tell you this, when I stand across from King Hussein of Jordan and I say to him, ""You have a friend again sir, who will stand with you to fight this fight,"" he'll change his mind.",0.0,rep5
353,157,BLITZER,"Dr. Carson, what is your strategy?",0.0,rep5
354,158,CARSON,"First of all, I've been talking about this for over a year. We have to destroy their caliphate because that gives them legitimacy to go ahead with the global Jihad. We have to take their energy because they are -- ISIS is the richest terrorist organization there is. We have to take their oil, shut down all of the mechanisms whereby they can disperse money because they go after disaffected individuals from all over the place, and they're able to pay them. That makes a difference.",0.17222222222222222,rep5
355,158,CARSON,"As far as the command centers are concerned in Raqqa and to a lesser degree Mosul, cut those off. Do the same kind of thing that we did with Sinjar a few weeks ago, working with our embedded special forces with the Kurds, shut off the supply route, soften them up, then we go in with specials ops followed by our air force to take them over. Those are things that work.",0.18928571428571428,rep5
356,158,CARSON,"But also, you know, this whole concept of boots on the ground, you know, we've got a phobia about boots on the ground. If our military experts say, we need boots on the ground, we should put boots on the ground and recognize that there will be boots on the ground and they'll be over here, and they'll be their boots if we don't get out of there now.",-0.1,rep5
357,159,BLITZER,Thank you.,0.0,rep5
358,159,BLITZER,"Everyone stand by. We're only just beginning. Coming up, which candidates on this stage tonight want to move foreign policy in a dramatically new direction?",0.005681818181818178,rep5
359,159,BLITZER,We'll be right back.,0.14285714285714285,rep5
360,159,BLITZER,(COMMERCIAL BREAK),0.0,rep5
361,160,BLITZER,"Welcome back to the CNN-Facebook Republican Presidential Debate here at the Venetian, Las Vegas.",0.4,rep5
362,160,BLITZER,The war against ISIS will pose many new challenges for the next commander-in-chief. The last two presidents pursued a Middle East policy that supported toppling dictators to try to promote democracy.,0.0,rep5
363,160,BLITZER,"Senator Cruz, you have said the world would be safer today if Saddam Hussein were still in power in Iraq, Moammar Gadhafi ruled Libya, and Hosni Mubarak ruled Egypt. So would it be your policy to preserve dictatorships, rather than promoting democracy in the Middle East?",0.0,rep5
364,161,CRUZ,"Wolf, I believe in a America first foreign policy, that far too often President Obama and Hillary Clinton -- and, unfortunately, more than a few Republicans -- have gotten distracted from the central focus of keeping this country safe.",0.1464285714285714,rep5
365,161,CRUZ,"So let's go back to the beginning of the Obama administration, when Hillary Clinton and Barack Obama led NATO in toppling the government in Libya. They did it because they wanted to promote democracy. A number of Republicans supported them. The result of that -- and we were told then that there were these moderate rebels that would take over. Well, the result is, Libya is now a terrorist war zone run by jihadists.",0.0,rep5
366,161,CRUZ,"Move over to Egypt. Once again, the Obama administration, encouraged by Republicans, toppled Mubarak who had been a reliable ally of the United States, of Israel, and in its place, Morsi and the Muslim Brotherhood came in, a terrorist organization.",0.0,rep5
367,161,CRUZ,"And we need to learn from history. These same leaders -- Obama, Clinton, and far too many Republicans -- want to topple Assad. Assad is a bad man. Gadhafi was a bad man. Mubarak had a terrible human rights record. But they were assisting us -- at least Gadhafi and Mubarak -- in fighting radical Islamic terrorists.",-0.3,rep5
368,161,CRUZ,"And if we topple Assad, the result will be ISIS will take over Syria, and it will worsen U.S. national security interests. And the approach, instead of being a Woodrow Wilson democracy promoter...",0.0,rep5
369,162,BLITZER,Thank you.,0.0,rep5
370,163,CRUZ,... we ought to hunt down our enemies and kill ISIS rather than creating opportunities for ISIS to take control of new countries.,-0.009595959595959616,rep5
371,164,BLITZER,"Thank you, Senator. Thank you, Senator.",0.0,rep5
372,164,BLITZER,(APPLAUSE),0.0,rep5
373,164,BLITZER,"Senator Rubio, you supported the removal of Moammar Gadhafi in Libya. Now that country is in turmoil, as ISIS is clearly growing there. Senator Cruz says you haven't learned your lesson. Do you have any regrets for supporting President Obama's intervention in Libya?",0.075,rep5
374,165,RUBIO,"To begin with, Moammar Gadhafi and the revolt against Gadhafi was not started by the United States. It was started by the Libyan people. And the reason why I argued we needed to get involved is because he was going to go one way or the other. And my argument then was proven true, and that is, the longer that civil war took, the more militias would be formed and the more unstable the country would be after the fact.",0.45,rep5
375,165,RUBIO,"As far as Moammar Gadhafi is concerned, by the way, Moammar Gadhafi is the man that killed those Americans over Lockerbie, Scotland. Moammar Gadhafi is also the man that bombed that cafe in Berlin and killed those Marines. And you want to know why Moammar Gadhafi started cooperating on his nuclear program? Because we got rid of Saddam Hussein. And so he got scared that he would be next, and that's why he started cooperating.",-0.05,rep5
376,165,RUBIO,"Look, we will have to work around the world with less than ideal governments. The government in Saudi Arabia is not a democracy, but we will have to work with them. The government in Jordan is not perfect, but we will have to work with them. But anti-American dictators like Assad, who help Hezbollah, who helped get those IEDs into Iraq, if they go, I will not shed a tear.",0.0,rep5
377,166,BLITZER,Senator Cruz?,0.0,rep5
378,167,CRUZ,"Well, it's more than not shedding a tear. It's actively getting involved to topple a government. And we keep hearing from President Obama and Hillary Clinton and Washington Republicans that they're searching for these mythical moderate rebels. It's like a purple unicorn. They never exist. These moderate rebels end up being jihadists.",0.0,rep5
379,167,CRUZ,"And I'll tell you whose view on Assad is the same as mine. It's Prime Minister Netanyahu. Prime Minister Netanyahu has said Israel doesn't have a dog in that fight because Assad is a puppet of Iran, a Shia radical Islamic terrorist, but at the same time, Prime Minister Netanyahu doesn't want to see Syria governed by ISIS. And we need to focus on American interests, not on global aspirations...",0.0,rep5
380,167,CRUZ,(CROSSTALK),0.0,rep5
381,168,BLITZER,"Standby. Everybody standby for a moment. Governor Kasich, go ahead.",0.0,rep5
382,169,KASICH,I don't understand this thing about Assad. He has to go. Assad is aligned with Iran and Russia. The one thing we want to prevent is we want to prevent Iran being able to extend a Shia crescent all across the Middle East. Assad has got to go.,0.25,rep5
383,170,KASICH,"And there are moderates there. There are moderates in Syria who we should be supporting. I do not support a civil war. I don't want to be policeman of the world. But we can't back off of this. And let me tell you, at the end, the Saudis have agreed to put together a coalition inside of Syria to stabilize that country.",0.0,rep5
384,171,BLITZER,Thank you.,0.0,rep5
385,172,KASICH,He must go. It will be a blow to Iran and Russia.,0.0,rep5
386,173,BLITZER,We're going to talk about Assad in a moment.,0.0,rep5
387,173,BLITZER,"Mr. Trump, are Americans safer with dictators running the world in the Middle East?",0.0,rep5
388,174,TRUMP,"In my opinion, we've spent $4 trillion trying to topple various people that frankly, if they were there and if we could've spent that $4 trillion in the United States to fix our roads, our bridges, and all of the other problems; our airports and all of the other problems we've had, we would've been a lot better off. I can tell you that right now.",0.008333333333333331,rep5
389,174,TRUMP,"We have done a tremendous disservice, not only to Middle East, we've done a tremendous disservice to humanity. The people that have been killed, the people that have wiped away, and for what? It's not like we had victory.",0.16666666666666666,rep5
390,174,TRUMP,"It's a mess. The Middle East is totally destabilized. A total and complete mess. I wish we had the $4 trillion or $5 trillion. I wish it were spent right here in the United States, on our schools, hospitals, roads, airports, and everything else that are all falling apart.",0.09285714285714283,rep5
391,174,TRUMP,(APPLAUSE),0.0,rep5
392,175,FIORINA,"That is exactly what President Obama said. I'm amazed to hear that from a republican presidential candidate. But let's just start with, who got it wrong? Who really got it wrong?",0.0,rep5
393,175,FIORINA,"Hillary Clinton has gotten every foreign policy challenge wrong. Hitting the reset button with Vladimir Putin - recall that she called Bashar Al-Assad a positive reformer and then she opened an embassy and then later she said, over, and over, and over again, ""Bashar Al-Assad must go."" Although she wasn't prepared to do anything about it. Recall that Hillary Clinton was all for toppling Gadhafi then didn't listen to her own people on the ground. And then of course, when she lied about the terrorist attack in Benghazi, she invited more terrorist attacks.",0.11363636363636365,rep5
394,176,BLITZER,Thank you.,0.0,rep5
395,176,BLITZER,Mr. Trump?,0.0,rep5
396,177,TRUMP,"Well, there's nothing to respond to. Well, people feel differently. I mean, the fact is Benghazi was a disaster because of Libya, everything just fell into place. It could not have been worse.",-0.3125,rep5
397,177,TRUMP,"What do we have now? We have nothing. We've spent $3 trillion and probably much more - I have no idea what we've spent. Thousands and thousands of lives, we have nothing. Wounded warriors all over the place who I love, we have nothing for it.",0.10000000000000002,rep5
398,177,TRUMP,And by the way - and Ben said incorrectly - and I'm not saying this as a knock - he's one of finest men. You're not going to find a finer men.,0.0,rep5
399,177,TRUMP,"But I've been talking about oil for three years. I've been saying,, ""take the oil, take the oil."" I didn't say, ""just bomb it,"" I said,"" take it and use it and distribute it so that the wounded warriors -"" People, I've been saying this now for many years.",0.5,rep5
400,178,BLITZER,All right.,0.2857142857142857,rep5
401,179,TRUMP,"Now, all of a sudden everybody's saying, ""take the oil."" It wasn't so fashionable to take the oil six months ago. I've been saying it for years.",0.0,rep5
402,180,BLITZER,Thank you.,0.0,rep5
403,181,FIORINA,We've mismanaged going into Iraq.,0.0,rep5
404,182,BLITZER,"Dr. Carson, is the Middle East...",0.0,rep5
405,183,FIORINA,We've mismanaged going out of Iraq.,0.0,rep5
406,184,BLITZER,"Dr. Carson, is the Middle East better off with dictators?",0.25,rep5
407,185,CARSON,"No one is ever better off with dictators but there comes a time you know, when you're on an airplane, they always say, ""in case of an emergency oxygen masks will drop down. Put yours on first and then administer help to your neighbor."" We need oxygen right now.",0.17222222222222222,rep5
408,185,CARSON,"And we need to start thinking about the needs of the American people before we go and solve everybody else's problems. The fact of the matter is, is that the Middle East has been in turmoil for thousands of years. For us to think that we're going to in there and fix that with a couple of little bombs and a few little decorations is relatively foolish.",-0.14375,rep5
409,186,FIORINA,We actually...,0.0,rep5
410,187,BLITZER,Governor Bush.,0.0,rep5
411,188,BUSH,I think we're focusing a whole...,0.2,rep5
412,189,BLITZER,"Hold on Governor Bush., here's the question. You said, ""getting rid of Saddam Hussein in your words was a pretty good deal."" In light of what has happened in Iraq, do you still feel that way?",0.475,rep5
413,190,BUSH,"I do. I think the lesson's learned are that we have to have to have a strategy to get and a strategy to get out. Which means, that you create a stable situation.",0.0,rep5
414,190,BUSH,"This president and this is what the focus ought to be, it's not the differences between us, it's Barack Obama does not believe America's leadership in the world is a force for good. He does not believe that our strength is a place where security can take place. He leads from behind. He creates an environment that now we're creating the most unstable situation we've had since the World War II era.",0.7,rep5
415,190,BUSH,The focus ought to be on the single fact that Hillary Clinton wants to double down on a failed foreign policy and we need to be united to defeat that because we're going to be in a place that is far less secure than it is today. Don't you all agree?,-0.03540564373897707,rep5
416,191,BLITZER,"Senator Paul, was getting rid of Saddam Hussein a pretty good deal?",0.475,rep5
417,192,PAUL,"These are the fundamental questions of our time, these foreign policy questions, whether or not regime change is a good idea or a bad idea. I don't think because I think the regime change was a bad idea it means that Hussein was necessarily a good idea.",-0.04166666666666663,rep5
418,192,PAUL,There is often variations of evil on both sides of the war. What we have to decide is whether or not regime change is a good idea. It's what the neoconservatives have wanted. It's what the vast majority of those on the stage want.,0.7,rep5
419,192,PAUL,They still want regime change. They want it in Syria. They wanted it in Iraq. They want it in Libya. It has not worked.,0.0,rep5
420,192,PAUL,"Out of regime change you get chaos. From the chaos you have seen repeatedly the rise of radical Islam. So we get this profession of, oh, my goodness, they want to do something about terrorism and yet they're the problem because they allow terrorism to arise out of that chaos.",0.0,rep5
421,192,PAUL,(APPLAUSE),0.0,rep5
422,193,BLITZER,Thank you.,0.0,rep5
423,193,BLITZER,(CROSSTALK),0.0,rep5
424,194,BLITZER,"Hugh Hewitt, go ahead.",0.0,rep5
425,194,BLITZER,(CROSSTALK),0.0,rep5
426,195,BLITZER,Hold on. Hold on. Hold on. Hold on. Hugh.,0.0,rep5
427,196,CRUZ,The question of whether we should toppling dictatorships is asking the wrong question. We should be defeating our enemies. So the problem with defeating...,-0.5,rep5
428,197,BLITZER,"Senator, Senator, we're going to get to you. Wait your turn. We have two hours of debate. We'll have plenty of time. Let Hugh ask his question.",0.0,rep5
429,198,CRUZ,"Well, but let me explain, the focus should be...",0.0,rep5
430,199,BLITZER,"Senator, please.",0.0,rep5
431,200,CRUZ,"... on defeating our enemies. So, for example...",0.0,rep5
432,201,BLITZER,Senator... CRUZ: ... a regime we should change is Iran...,0.0,rep5
433,202,BLITZER,You'll have plenty of opportunity.,0.0,rep5
434,202,BLITZER,"Hugh, go ahead.",0.0,rep5
435,203,CRUZ,... because Iran has declared war on us. But we shouldn't be toppling regimes...,0.0,rep5
436,203,CRUZ,(CROSSTALK),0.0,rep5
437,204,CRUZ,... that are fighting radical Islamic terrorists that are helping...,0.0,rep5
438,205,BLITZER,These are the rules all of you agreed to.,0.0,rep5
439,205,BLITZER,"Hugh, go ahead with your question.",0.0,rep5
440,206,HEWITT,"Mr. Trump, we are talking about the most important thing, that's why it's heated. And it's, you are OK with Mr. Assad staying in power, but you are also in favor of winning.",0.5,rep5
441,206,HEWITT,"If he stays in power, Iran is winning, Hezbollah is winning. Iran is winning in Yemen. They are winning everywhere. If they are winning how can we be winning?",0.5,rep5
442,207,TRUMP,"I think Assad is a bad guy, a very bad guy, all right? Lots of people killed. I think we are backing people we have no idea who they are. The rebels, we call them the rebels, the patriotic rebels. We have no idea. A lot of people think, Hugh, that they are ISIS.",0.0,rep5
443,207,TRUMP,We have to do one thing at a time. We can't be fighting ISIS and fighting Assad. Assad is fighting ISIS. He is fighting ISIS. Russia is fighting now ISIS. And Iran is fighting ISIS.,0.0,rep5
444,207,TRUMP,"We have to do one thing at a time. We can't go -- and I watched Lindsey Graham, he said, I have been here for 10 years fighting. Well, he will be there with that thinking for another 50 years. He won't be able to solve the problem.",0.0,rep5
445,207,TRUMP,"We have to get rid of ISIS first. After we get rid of ISIS, we'll start thinking about it. But we can't be fighting Assad. And when you're fighting Assad, you are fighting Russia, you're fighting -- you're fighting a lot of different groups.",0.0,rep5
446,207,TRUMP,But we can't be fighting everybody at one time.,0.0,rep5
447,208,HEWITT,"Governor Christie, is he right? Because if we step back, Iran goes nuclear. Is Donald Trump right?",0.0,rep5
448,209,CHRISTIE,"Well, I think we have to focus, Hugh, on exactly what the priorities are. And to me, what I've always said is that the president has set up an awful situation through his deal with Iran, because what his deal with Iran has done is empower them and enrich them. And that's the way ISIS has been created and formed here. ISIS is created and formed because of the abuse that Assad and his Iranian sponsors have rained down on the Sunnis in Syria.",-1.0,rep5
449,209,CHRISTIE,"And so when we empower Iran, this is why this president -- and when Hillary Clinton says her theory against ISIS will be just about the same as the president, then get ready for more unrest and more murder and more violence in the Middle East.",0.2833333333333333,rep5
450,209,CHRISTIE,"We need to focus our attention on Iran, because if you miss Iran, you are not going to get ISIS. The two are inextricably connected because one causes the other.",0.0,rep5
451,210,HEWITT,"Senator Paul, let me ask you, you heard Governor Kasich say Assad must go. Do you agree?",0.0,rep5
452,211,PAUL,"No, I think it's a huge mistake. I think regime change in Syria, and this is what -- I've been saying this for several years now. In 2013 when we first went in, I said, you are going to give arms to the allies of al Qaida, to radical jihadists? That's crazy.",0.25,rep5
453,211,PAUL,"But the other thing I said is the great irony is you will be back fighting against your own weapons. Had Assad been bombed when he used chemical weapons two years ago, ISIS would be in charge of all of Syria now.",0.0,rep5
454,211,PAUL,"We have to have a more realistic foreign policy and not a utopian one where we say, oh, we're going to spread freedom and democracy, and everybody in the Middle East is going to love us. They are not going to love us.",0.2083333333333333,rep5
455,211,PAUL,(APPLAUSE),0.0,rep5
456,211,PAUL,(CROSSTALK),0.0,rep5
457,212,KASICH,"The foreign policy, you have to know how to pick and choose. There's no way, if Saddam had not had weapons of mass destruction, I would have gone, because I don't believe that the U.S. should be involved directly in civil wars.",0.1,rep5
458,212,KASICH,I opposed the U.S. involvement in Lebanon. We ended up having to withdraw our marines after our barracks were blown up.,0.0,rep5
459,212,KASICH,"There is a difference between Iraq, where you have Sunni, Shia, and Kurds put together after the First World War by the Western powers. It doesn't work. It needs to break up into three parts.",0.125,rep5
460,213,KASICH,"And for the Russians, frankly, it's time that we punched the Russians in the nose. They've gotten away with too much in this world and we need to stand up against them, not just there, but also in Eastern Europe where they threaten some of our most precious allies.",0.4,rep5
461,214,BLITZER,Let's continue with Russia right now. We have another question from Facebook. Listen and watch.,0.0,rep5
462,214,BLITZER,(BEGIN VIDEO CLIP),0.0,rep5
463,215,QUESTION,"My name is Ashley Tofil. Ms. Fiorina, in November, you said that you would not talk to Vladimir Putin after you were elected because you would be communicating from a position of weakness. Do you believe that it is feasible to not communicate with another world leader? And do you think that that also is a sign of weakness?",0.0,rep5
464,215,QUESTION,(END VIDEO CLIP),0.0,rep5
465,216,BLITZER,"Ms. Fiorina, as you know, U.S. and Russian warplanes are flying all over Syria right now. With so many lives on the line, is this a good time for the United States not to talk to Putin?",0.6,rep5
466,217,FIORINA,"I didn't say I would cut off all communication with Putin. What I said was as president of the United States, now is not the time to talk with him. Reagan walked away at Reykjavik. There is a time and a place for everything. There is a time and a place for talk. And there is a time and a place for action.",0.0,rep5
467,217,FIORINA,"I know Vladimir Putin. He respects strength. He lied to our president's face; didn't both to tell him about warplanes and troops going into Syria. We need to speak to him from a position of strength. So as commander in chief, I will not speak to him until we've set up that no-fly zone; until we've gathered our Sunni-Arab allies and begun to deny ISIS territory; until I've called the supreme leader of Iran and told him new deal -- new deal. We the United States of America are going to cut off the money flow, which we can do; which we don't need anyone's permission or collaboration to do.",0.13636363636363635,rep5
468,217,FIORINA,And I will not speak to him personally until we've rebuilt the 6th Fleet a little bit right under his nose; rebuilt the missile defense program in Poland right under his nose; and conducted a few military exercises in the Baltic states.,0.01398809523809523,rep5
469,217,FIORINA,And let us remember one other thing. Hillary Clinton and Barack Obama are responsible for the growth of ISIS because they precipitously withdrew from Iraq in 2011 against the advice of every single general and for political expediency. It's not these people up here. It's Hillary Clinton.,0.04464285714285715,rep5
470,217,FIORINA,(APPLAUSE),0.0,rep5
471,218,BLITZER,"Thank you, Ms. Fiorina.",0.0,rep5
472,218,BLITZER,"Governor Christie, if the U.S. imposed a no-fly zone over Syria and a Russian plane encroached, invaded that no-fly zone, would you be prepared to shoot down that Russian plane and risk war with Russia?",-0.05185185185185186,rep5
473,219,CHRISTIE,"Not only would I be prepared to do it, I would do it. A no-fly zone means a no-fly zone, Wolf. That's what it means.",0.0,rep5
474,219,CHRISTIE,(APPLAUSE),0.0,rep5
475,219,CHRISTIE,"See, maybe -- maybe because I'm from New Jersey, I just have this kind of plain language hangup. But I would make very clear -- I would not talk to Vladimir Putin. In fact, I would talk to Vladimir Putin a lot. But I'd say to him, ""Listen, Mr. President, there's a no-fly zone in Syria; you fly in, it applies to you."" And yes, we would shoot down the planes of Russian pilots if in fact they were stupid enough to think that this president was the same feckless weakling that the president we have in the Oval Office is right now.",-0.11164021164021164,rep5
476,219,CHRISTIE,(APPLAUSE),0.0,rep5
477,220,BLITZER,"Senator Paul -- Senator Paul, I want you to respond to what we just heard from Governor Christie. If there was a no-fly zone, you say that potentially could lead to World War III. Why?",0.0,rep5
478,221,PAUL,"Well, I think if you're in favor of World War III, you have your candidate. You know, here's...",0.0,rep5
479,221,PAUL,(APPLAUSE),0.0,rep5
480,221,PAUL,"... the thing. My goodness, what we want in a leader is someone with judgment, not someone who is so reckless as to stand on the stage and say, ""Yes, I'm jumping up and down; I'm going to shoot down Russian planes."" Russia already flies in that airspace. It may not be something we're in love with the fact that they're there, but they were invited by Iraq and by Syria to fly in that airspace.",-0.10370370370370373,rep5
481,221,PAUL,"And so if we announce we're going to have a no-fly zone, and others have said this. Hillary Clinton is also for it. It is a recipe for disaster. It's a recipe for World War III. We need to confront Russia from a position of strength, but we don't need to confront Russia from a point of recklessness that would lead to war.",0.0,rep5
482,221,PAUL,"This is something -- this type of judgment, you know, it's having that kind of judgment; who you would appoint and how you're going to conduct affairs, that is incredibly important.",0.5,rep5
483,221,PAUL,"I mean, I think when we think about the judgment of someone who might want World War III, we might think about someone who might shut down a bridge because they don't like their friends; they don't want to -- you know, they want to (inaudible) a Democrat.",-0.23402777777777775,rep5
484,221,PAUL,So I think we need to be very careful.,-0.13,rep5
485,222,BLITZER,Governor Christie?,0.0,rep5
486,223,CHRISTIE,"Well, Wolf, I'll tell you what reckless is. What reckless is is calling Assad a reformer. What reckless is allowing Russia to come into Crimea and Ukraine. What reckless is is inviting Russia into Syria to team with Iran. That is reckless. And the reckless people are the folks in the White House right now. Barack Obama and Hillary Clinton are the reckless people.",0.14285714285714285,rep5
487,224,CHRISTIE,"And if you think that a no-fly zone is a reckless policy, you're welcome to your opinion. But how is it working so far? As we have 250,000 Syrians murdered, slaughtered; millions running around the world, running for their lives. It's not working. We need to try something else. And that is not reckless.",0.0,rep5
488,224,CHRISTIE,(APPLAUSE),0.0,rep5
489,225,BLITZER,"All right, let's go back -- Hugh and Dana?",0.14285714285714285,rep5
490,226,HEWITT,"Governor Bush, a commander-in-chief question. You've said that Mr. Trump is not qualified to be president because he's not qualified to deal with Vladimir Putin. Why are you better qualified to deal with Vladimir Putin than Mr. Trump?",0.0,rep5
491,227,BUSH,"Because I -- first of all, I know what I don't know. I know what I don't know. I would seek out, as I have, the best advice that exists. I won't get my information from the shows. I don't know if that's Saturday morning or Sunday morning. I don't know which one.",0.0,rep5
492,227,BUSH,(LAUGHTER),0.0,rep5
493,227,BUSH,"I will seek out the best advice, and I will create a strategy and I will persuade the American people what the role of America should be. I've laid out a policy of rebuilding our military.",0.5,rep5
494,227,BUSH,"All of the talk that we're seeing here -- most of which I agree on, frankly -- requires a much stronger military. We now have a lack of readiness that is quite scary. We have planes that were -- that Harry Truman inaugurated, the B-52. We have -- the Navy has been gutted and decimated. The readiness of the Marines is way down.",0.2,rep5
495,227,BUSH,"If we're serious about America's leadership in the world, then we need to make sure that we have the back of the armed forces. The Armed Forces Radio is here listening to this today. I hope they know that if I'm president, I'll be a commander-in-chief, not an agitator- in-chief or a divider-in-chief, that I will lead this country in a way that will create greater security and greater safety.",0.5,rep5
496,228,HEWITT,Mr. Trump?,0.0,rep5
497,229,TRUMP,"I think it's very sad that CNN leads Jeb Bush, Governor Bush, down a road by starting off virtually all the questions, ""Mr. Trump this, Mister"" -- I think it's very sad. And, frankly, I watched -- I think it's very sad. And, frankly, I watched the first debate, and the first long number of questions were, ""Mr. Trump said this, Mr. Trump said that. Mr. Trump"" -- these poor guys -- although, I must tell you, Santorum, good guy. Governor Huckabee, good guy. They were very nice, and I respect them greatly. But I thought it was very unfair that virtually the entire early portion of the debate was Trump this, Trump that, in order to get ratings, I guess. In order to get ratings, I guess.",-0.3638888888888889,rep5
498,230,HEWITT,"But, Mr. Trump, it's not CNN -- I was on CNN last night...",0.0,rep5
499,231,TRUMP,I just think it's very -- excuse me.,-0.065,rep5
500,232,HEWITT,... watching...,0.0,rep5
501,233,TRUMP,Excuse me. I think it's very unprofessional.,0.2,rep5
502,234,HEWITT,But it wasn't -- it wasn't CNN. It was me. I watched you last night for 16 minutes. It's not CNN.,0.0,rep5
503,234,HEWITT,(APPLAUSE),0.0,rep5
504,235,TRUMP,"Well, I think it's very unprofessional.",0.2,rep5
505,236,HEWITT,It's not CNN. It's America's watching you.,0.0,rep5
506,237,TRUMP,"OK, fine.",0.4583333333333334,rep5
507,238,HEWITT,It's America's watching.,0.0,rep5
508,238,HEWITT,(CROSSTALK),0.0,rep5
509,239,BUSH,"So I was -- I was -- I was mentioned, so I can bring up something, I think, right? Look, the simple fact is, if you think this is tough you're not being treated fairly...",0.10370370370370367,rep5
510,240,TRUMP,This isn't tough and easy. I wish it...,0.022222222222222227,rep5
511,241,BUSH,... imagine what it's going to be like dealing with Putin or dealing with President Xi.,0.0,rep5
512,242,TRUMP,"I wish it was always this easy as you, Jeb.",0.43333333333333335,rep5
513,243,BUSH,Or dealing with the Islamic terrorism that exists.,0.0,rep5
514,244,TRUMP,"Oh, yeah.",0.0,rep5
515,245,BUSH,This is a tough business to run for president.,-0.3888888888888889,rep5
516,246,TRUMP,"Oh, I know. You're a tough guy, Jeb. I know.",-0.3888888888888889,rep5
517,247,BUSH,And it's -- and we need...,0.0,rep5
518,247,BUSH,(LAUGHTER),0.0,rep5
519,247,BUSH,... to have a leader that is...,0.0,rep5
520,247,BUSH,(CROSSTALK) ,0.0,rep5
521,248,TRUMP,You're tough.,-0.3888888888888889,rep5
522,249,BUSH,You're never going to be president of the United States by insulting your way to the presidency.,-1.0,rep5
523,250,TRUMP,"Well, let's see. I'm at 42, and you're at 3. So, so far, I'm doing better.",0.3,rep5
524,251,BUSH,Doesn't matter. Doesn't matter.,0.0,rep5
525,252,TRUMP,"So far, I'm doing better. You know, you started off over here, Jeb. You're moving over further and further. Pretty soon you're going to be off the end...",0.25,rep5
526,252,TRUMP,(CROSSTALK),0.0,rep5
527,253,FIORINA,This doesn't do a thing to solve the problems.,0.0,rep5
528,253,FIORINA,(CROSSTALK),0.0,rep5
529,254,FIORINA,It doesn't do a thing to solve the problems.,0.0,rep5
530,254,FIORINA,(CROSSTALK),0.0,rep5
531,255,BLITZER,"One at a time. Hugh, go ahead.",0.0,rep5
532,256,KASICH,"It sounds more and more what my daughter said that I said in the beginning, all the fighting and arguing is not advancing us.",0.5,rep5
533,257,FIORINA,It will not solve the problem.,0.0,rep5
534,258,KASICH,It is not the way we're going to strengthen our country. We will strengthen our country when we come together.,0.0,rep5
535,258,KASICH,(APPLAUSE),0.0,rep5
