SentenceNo,SequenceNo,Speaker,Text,PolarityScore
658,382,O'MALLEY,"Anderson, I actually have talked about a revolution. What we need is a green energy revolution. We need to move America to a 100 percent clean electric grid by 2050 and create 5 million jobs along the way.",0.3666666666666667
659,383,COOPER,"And we want to -- and we're going to talk more about climate change and environmental issues coming up. Some of the candidates have tried marijuana, as have pretty much -- probably everybody in this room.",0.5
660,383,COOPER,(LAUGHTER),0.0
661,383,COOPER,Others have not. Does that influence -- does it influence their views on legalization? Find out that and others ahead.,0.0
662,383,COOPER,(COMMERCIAL BREAK),0.0
663,384,COOPER,"And welcome back to this CNN Democratic presidential debate. It has been quite a night so far. We are in the final block of this debate. All the candidates are back, which I'm very happy to see.",0.4
664,384,COOPER,(LAUGHTER),0.0
665,385,COOPER,"It's a long story. Let's continue, shall we?",0.0
666,385,COOPER,"Secretary Clinton, welcome back.",0.4
667,386,CLINTON,"Well, thank you.",0.0
668,386,CLINTON,(LAUGHTER),0.0
669,387,CLINTON,"You know, it does take me a little longer. That's all I can say.",-0.1875
670,388,COOPER,"That's right. Secretary Clinton, Governor O'Malley says the presidency is not a crown to be passed back and forth between two royal families. This year has been the year of the outsider in politics, just ask Bernie Sanders. Why should Democrats embrace an insider like yourself?",0.0
671,389,CLINTON,"Well, I can't think of anything more of an outsider than electing the first woman president, but I'm not just running because I would be the first woman president.",0.3333333333333333
672,389,CLINTON,(APPLAUSE),0.0
673,390,CLINTON,"I'm running because I have a lifetime of experience in getting results and fighting for people, fighting for kids, for women, for families, fighting to even the odds. And I know what it takes to get things done. I know how to find common ground and I know how to stand my ground. And I think we're going to need both of those in Washington to get anything that we're talking about up here accomplished.",0.0
674,390,CLINTON,So I'm very happy that I have both the commitment of a lifetime and the experience of a lifetime to bring together to offer the American people.,0.5
675,391,COOPER,"Governor O'Malley, do you want to tell Secretary Clinton why she shouldn't get the crown?",0.0
676,392,O'MALLEY,"Well, actually, you know, we had this conversation. And I will share with you that I've traveled all around the country, Anderson, and there's two phrases I keep hearing again and again and again. And they're the phrases ""new leadership"" and ""getting things done.""",0.0
677,392,O'MALLEY,"We cannot be this dissatisfied with our gridlocked national politics and an economy where 70 percent of us are earning the same or less than we were 12 years ago, and think that a resort to old names is going to move us forward.",-0.022222222222222216
678,392,O'MALLEY,I respect what Secretary Clinton and her husband have done for our country. But our country needs new leadership to move forward.,0.0
679,393,COOPER,"Secretary Clinton, you have to be able to respond, if you want.",0.5
680,394,CLINTON,"Well, I would not ask anyone to vote for me based on my last name. I would ask them to listen to what I'm proposing, look at what I've accomplished in the Senate, as secretary of of state, and then draw your own conclusion.",0.4
681,394,CLINTON,"I certainly am not campaigning to become president because my last name is Clinton. I'm campaigning because I think I have the right combination of what the country needs, at this point, and I think I can take the fight to the Republicans, because we cannot afford a Republican to succeed Barack Obama as president of the United States.",0.2857142857142857
682,395,COOPER,(inaudible).,0.0
683,395,COOPER,(APPLAUSE),0.0
684,395,COOPER,"Senator Sanders, does she have the right stuff?",0.2857142857142857
685,396,SANDERS,"I think -- I think that there is profound frustration all over this country with establishment politics. I am the only candidate running for president who is not a billionaire, who has raised substantial sums of money, and I do not have a super PAC.",0.16666666666666666
686,396,SANDERS,(APPLAUSE),0.0
687,396,SANDERS,"I am not raising money from millionaires and billionaires, and in fact, tonight, in terms of what a political revolution is about, there are 4,000 house parties -- 100,000 people in this country -- watching this debate tonight who want real change in this country.",0.1
688,397,COOPER,"we've got -- we -- a lot of questions we've got about climate change, and we're gonna go to Don Lemon. Don?",0.0
689,398,LEMON,"All right. This one is for Martin O'Malley. Anderson, Governor O'Malley, this is from Anna Bettis from Tempe, Arizona. Here it is.",0.0
690,398,LEMON,(BEGIN VIDEO CLIP),0.0
691,399,QUESTION,"As a young person, I'm very concerned about climate change and how it will affect my future. As a presidential candidate, what will you do to address climate change?",0.10000000000000002
692,399,QUESTION,(END VIDEO CLIP),0.0
693,400,LEMON,"So, Governor O'Malley, please tell Anna how you would protect the environment better than all the other candidates up on that stage.",0.1875
694,401,O'MALLEY,Yeah.,0.0
695,401,O'MALLEY,"Anna, I have put forward a plan -- and I'm the only candidate, I believe, in either party to do this -- to move America forward to a 100 percent clean electric grid by 2050.",0.18333333333333335
696,401,O'MALLEY,"We did not land a man on the moon with an all-of-the-above strategy. It was an intentional engineering challenge, and we solved it as a nation. And our nation must solve this one.",0.0
697,401,O'MALLEY,"So I put forward the plan that would extend the investor tax credits for solar and for wind. If you go across Iowa, you see that 30 percent of their energy now comes from wind. We're here in Las Vegas, one of the most sustainable cities in America, doing important things in terms of green building, architecture and design.",0.2333333333333333
698,401,O'MALLEY,"We can get there as a nation, but it's going to require presidential leadership. And as president, I intend to sign as my very first order in office the -- an order that moves us as a nation and dedicates our resources to solving this problem and moving us to a 100 percent clean electric grid by 2050.",0.3458333333333333
699,402,COOPER,Governor...,0.0
700,403,O'MALLEY,We can do it.,0.0
701,404,COOPER,"...Governor O'Malley, thank you very much.",0.26
702,404,COOPER,(APPLAUSE),0.0
703,404,COOPER,"Senator Webb, you have a very different view than just about anybody else on this stage, and unlike a lot of Democrats. You're pro-coal, you're pro-offshore drilling, you're pro-Keystone pipeline. Are -- again, are you -- the question is, are you out of step with the Democratic party?",0.0
704,405,WEBB,"Well, the -- the question really is how are we going to solve energy problems here and in the global environment if you really want to address climate change?",0.13333333333333333
705,405,WEBB,"And when I was in the Senate, I was an all-of-the-above energy voter. We introduced legislation to bring in alternate energy as well as nuclear power. I'm a strong proponent of nuclear power. It is safe, it is clean. And really, we are not going to solve climate change simply with the laws here.",0.0
706,405,WEBB,"We've done a good job in this country since 1970. If you look at China and India, they're the greatest polluters in the world. Fifteen out of the 20 most polluted cities in the world are in one of those two countries. We need to solve this in a global way. It's a global problem and I have been very strong on -- on doing that. The -- the agreements -- the so-called agreements that we have had with China are illusory in terms of the immediate requirements of the -- of the Chinese government itself.",0.0
707,405,WEBB,"So let's solve this problem in an international way, and then we really will have a -- a way to address climate change.",0.1
708,406,COOPER,"Senator Sanders, are you tougher on -- on climate change than Secretary Clinton?",0.0
709,407,SANDERS,"Well, I will tell you this. I believe -- and Pope Francis made this point. This is a moral issue. The scientists are telling us that we need to move extremely boldly.",0.3333333333333333
710,407,SANDERS,"I am proud that, along with Senator Barbara Boxer, a few years ago, we introduced the first piece of climate change legislation which called for a tax on carbon.",0.2833333333333334
711,407,SANDERS,"And let me also tell you that nothing is gonna happen unless we are prepared to deal with campaign finance reform, because the fossil fuel industry is funding the Republican Party, which denies the reality of climate change...",0.0
712,407,SANDERS,(APPLAUSE),0.0
713,407,SANDERS,...and certainly is not prepared to go forward aggressively.,-0.10714285714285714
714,407,SANDERS,"This is a moral issue. We have got to be extremely aggressive in working with China, India, Russia.",-0.125
715,408,COOPER,"Senator -- thank you, Senator.",0.0
716,409,SANDERS,The planet -- the future of the planet is at stake.,0.0
717,410,COOPER,"Secretary Clinton, I want you to be able to respond, then I'm gonna go to (ph) (inaudible).",0.5
718,411,CLINTON,"Well, that -- that's exactly what I've been doing. When we met in Copenhagen in 2009 and, literally, President Obama and I were hunting for the Chinese, going throughout this huge convention center, because we knew we had to get them to agree to something. Because there will be no effective efforts against climate change unless China and India join with the rest of the world.",0.10000000000000002
719,411,CLINTON,"They told us they'd left for the airport; we found out they were having a secret meeting. We marched up, we broke in, we said, ""We've been looking all over for you. Let's sit down and talk about what we need to do."" And we did come up with the first international agreement that China has signed.",-0.2
720,411,CLINTON,"Thanks to President Obama's leadership, it's now gone much further.",0.1
721,412,COOPER,Thank you.,0.0
722,413,CLINTON,"And I do think that the bilateral agreement that President Obama made with the Chinese was significant. Now, it needs to go further, and there will be an international meeting at the end of this year, and we must get verifiable commitments to fight climate change from every country gathered there.",0.0
723,414,COOPER,Dana Bash?,0.0
724,415,BASH,"Secretary Clinton, you now support mandated paid family leave.",0.0
725,416,CLINTON,Mm-hmm.,0.0
726,417,BASH,"Carly Fiorina, the first female CEO of a Fortune 50 company, argues, if the government requires paid leave, it will force small businesses to, quote, ""hire fewer people and create fewer jobs."" What do you say not only to Carly Fiorina, but also a small-business owner out there who says, you know, I like this idea, but I just can't afford it?",0.0
727,418,CLINTON,"Well, I'm surprised she says that, because California has had a paid leave program for a number of years. And it's...",0.1
728,419,BASH,It's on the federal level.,0.0
729,420,CLINTON,"Well, but all -- well, on a state level, a state as big as many countries in the world. And it has not had the ill effects that the Republicans are always saying it will have. And I think this is -- this is typical Republican scare tactics. We can design a system and pay for it that does not put the burden on small businesses.",0.25
730,420,CLINTON,"I remember as a young mother, you know, having a baby wake up who was sick and I'm supposed to be in court, because I was practicing law. I know what it's like. And I think we need to recognize the incredible challenges that so many parents face, particularly working moms.",-0.30714285714285716
731,420,CLINTON,"I see my good friend, Senator Gillibrand, in the front row. She's been a champion of this. We need to get a consensus through this campaign, which is why I'm talking about it everywhere I go, and we need to join the rest of the advanced world in having it.",0.4
732,421,BASH,"But Secretary -- Secretary Clinton, even many people who agree with you might say, look, this is very hard to do, especially in today's day and age. There are so many people who say, ""Really? Another government program? Is that what you're proposing? And at the expense of taxpayer money?""",0.040277777777777767
733,422,CLINTON,"Well, look, you know, when people say that -- it's always the Republicans or their sympathizers who say, ""You can't have paid leave, you can't provide health care."" They don't mind having big government to interfere with a woman's right to choose and to try to take down Planned Parenthood. They're fine with big government when it comes to that. I'm sick of it.",0.0
734,422,CLINTON,(APPLAUSE),0.0
735,422,CLINTON,"You know, we can do these things.",0.0
736,422,CLINTON,(APPLAUSE),0.0
737,422,CLINTON,"We should not be paralyzed -- we should not be paralyzed by the Republicans and their constant refrain, ""big government this, big government that,"" that except for what they want to impose on the American people. I know we can afford it, because we're going to make the wealthy pay for it. That is the way to get it done.",0.0
738,423,COOPER,Thank you. Senator Sanders?,0.0
739,424,SANDERS,"Yeah, Dana, here's the point: Every other major country on Earth, every one, including some small countries, say that when a mother has a baby, she should stay home with that baby. We are the only major country. That is an international embarrassment that we do not provide family -- paid family and medical leave.",-0.10416666666666667
740,424,SANDERS,(APPLAUSE),0.0
741,424,SANDERS,"Second of all, the secretary is right. Republicans tell us we can't do anything except give tax breaks to billionaires and cut Social Security, Medicare, and Medicaid. That's not what the American people want.",0.03333333333333333
742,425,COOPER,Governor O'Malley?,0.0
743,426,O'MALLEY,"Anderson, in our state, we actually expanded family leave. And I have to agree with Secretary Clinton and Senator Sanders. Look, the genius of our nation is that we find ways in every generation to include more of our people more fully in the economic life of our country, and we need to do that for our families, and especially so that women aren't penalized in having to drop out of the workforce. My wife, Katie, is here with our four kids. And, man, that was a juggle when we had little kids and -- and keeping jobs and moving forwards. We would be a stronger nation economically if we had paid family leave.",0.3
744,427,COOPER,"Governor, thank you. The issue now, particularly in this state, is recreational marijuana. I want to go to Juan Carlos Lopez.",0.16666666666666666
745,428,LOPEZ,"Thank you, Anderson.",0.0
746,428,LOPEZ,"Senator Sanders, right here in Nevada, there will be a measure to legalize recreational marijuana on the 2016 ballot. You've said you smoked marijuana twice; it didn't quite work for you. If you were a Nevada resident, how would you vote?",0.2857142857142857
747,429,SANDERS,I suspect I would vote yes.,0.0
748,429,SANDERS,(APPLAUSE),0.0
749,429,SANDERS,"And I would vote yes because I am seeing in this country too many lives being destroyed for non-violent offenses. We have a criminal justice system that lets CEOs on Wall Street walk away, and yet we are imprisoning or giving jail sentences to young people who are smoking marijuana. I think we have to think through this war on drugs...",-0.13333333333333333
750,429,SANDERS,(APPLAUSE),0.0
751,430,SANDERS,"...which has done an enormous amount of damage. We need to rethink our criminal justice system, we we've got a lot of work to do in that area.",-0.4
752,431,O'MALLEY,Juan Carlos?,0.0
753,431,O'MALLEY,(APPLAUSE),0.0
754,432,LOPEZ,"Secretary Clinton, you told Christiane Amanpour you didn't smoke pot when you were young, and you're not going to start now.",0.1
755,432,LOPEZ,(LAUGHTER),0.0
756,433,LOPEZ,"When asked about legalizing recreational marijuana, you told her let's wait and see how it plays out in Colorado and Washington. It's been more than a year since you've said that. Are you ready to take a position tonight?",0.0
757,434,CLINTON,"No. I think that we have the opportunity through the states that are pursuing recreational marijuana to find out a lot more than we know today. I do support the use of medical marijuana, and I think even there we need to do a lot more research so that we know exactly how we're going to help people for whom medical marijuana provides relief.",0.1875
758,434,CLINTON,"So, I think we're just at the beginning, but I agree completely with the idea that we have got to stop imprisoning people who use marijuana. Therefore, we need more states, cities, and the federal government to begin to address this so that we don't have this terrible result that Senator Sanders was talking about where we have a huge population in our prisons for nonviolent, low-level offenses that are primarily due to marijuana.",0.03500000000000002
759,435,COOPER,"Secretary Clinton, thank you. I want to go to Don Lemon with another Facebook question.",0.0
760,436,LEMON,"Alright, Anderson. This is for Senator Sanders, OK? This is from Carrie (ph) Kang (ph) from Manassas, Virginia, would like would like to ask the Senator, ""President Obama has had a difficult time getting Republicans to compromise on just about every agenda. How will you approach this going forward, and will it be any different?""",-0.5
761,436,LEMON,Senator?,0.0
762,437,SANDERS,"The Republican party, since I've been in the Senate, and since President Obama has been in office, has played a terrible, terrible role of being total obstructionists. Every effort that he has made, that some of us have made, they have said no, no, no.",-0.6666666666666666
763,437,SANDERS,"Now, in my view, the only way we can take on the right wing republicans who are, by the way, I hope will not continue to control the Senate and the House when one of us elected President...",0.14285714285714285
764,437,SANDERS,(APPLAUSE),0.0
765,438,SANDERS,"...But the only way we can get things done is by having millions of people coming together. If we want free tuition at public colleges and universities, millions of young people are going to have to demand it, and give the Republicans an offer they can't refuse.",0.16666666666666666
766,438,SANDERS,"If we want to raise the minimum wage to $15 bucks an hour, workers are going to have to come together and look the Republicans in the eye, and say, ""We know what's going on. You vote against us, you are out of your job.""",0.0
767,438,SANDERS,(APPLAUSE),0.0
768,439,COOPER,We're going to hear from all the candidates coming up. We're going to take a short break. More from the candidates in a moment.,0.0
769,439,COOPER,(APPLAUSE),0.0
770,439,COOPER,(COMMERCIAL BREAK),0.0
771,440,COOPER,And welcome back to the final round of the CNN Democratic presidential debate.,0.15000000000000002
772,440,COOPER,"This is a question to each of you. Each of you, by the way, are going to have closing statements to make. Each of you will have 90 seconds. But a final question to each of you. If you can, just try to -- 15 seconds if you can.",0.0
773,440,COOPER,"Governor Chafee, Franklin Delano Roosevelt once said, ""I ask you to judge me by the enemies I have made."" You've all made a few people upset over your political careers. Which enemy are you most proud of?",0.0
774,440,COOPER,(LAUGHTER),0.0
775,441,CHAFEE,"I guess the coal lobby. I've worked hard for climate change and I want to work with the coal lobby. But in my time in the Senate, tried to bring them to the table so that we could address carbon dioxide. I'm proud to be at odds with the coal lobby.",0.0
776,442,COOPER,Governor O'Malley?,0.0
777,443,O'MALLEY,The National Rifle Association.,0.0
778,443,O'MALLEY,(APPLAUSE),0.0
779,444,COOPER,Secretary Clinton?,0.0
780,445,CLINTON,"Well, in addition to the NRA, the health insurance companies, the drug companies, the Iranians.",0.0
781,445,CLINTON,(LAUGHTER),0.0
782,445,CLINTON,Probably the Republicans. (LAUGHTER),0.0
783,445,CLINTON,(APPLAUSE),0.0
784,446,COOPER,Senator Sanders?,0.0
785,447,SANDERS,"As someone who has taken on probably every special interest that there is in Washington, I would lump Wall Street and the pharmaceutical industry at the top of my life of people who do not like me.",0.4285714285714286
786,447,SANDERS,(APPLAUSE),0.0
787,448,COOPER,Senator Webb?,0.0
788,449,WEBB,"I'd have to say the enemy soldier that threw the grenade that wounded me, but he's not around right now to talk to.",0.2857142857142857
789,450,COOPER,All right. Time for closing statements. Each of you will have 90 seconds.,0.0
790,450,COOPER,"Governor Chafee, let's begin with you.",0.0
791,451,CHAFEE,"Thank you, Anderson. Thank you, CNN. And thank you, Facebook, for sponsoring this debate.",0.0
792,451,CHAFEE,"America has many challenges confronting us -- ending the perpetual wars, addressing climate change, addressing income inequality, funding education, funding infrastructure, funding healthcare, helping black Americans, helping Native Americans. We have many challenges. Who is best able to confront these challenges?",0.16666666666666669
793,451,CHAFEE,I've served in government at many levels. I know what it's like to solve problems at the local level because I did it as mayor. I know how to get legislation passed through Congress because I did it as a senator. I know how to turn around a state because I did as governor of Rhode Island.,0.0
794,451,CHAFEE,"But what I'm most proud of is that in 30 years of public service, I have had no scandals. I have high ethical standards. And what I'm most proud of is my judgment, particularly in the Iraq war vote. There was a lot of pressure -- political pressure, public pressure. But I did my homework and I did not believe that the evidence was there that Saddam Hussein had weapons of mass destruction. And we live now with the consequences.",0.0
795,452,CHAFEE,So that kind of judgment is what we want in a president going forward. And I'm running for president to end the wars. I want to be the peacemaker. I am a proven peacemaker. Please go to Chafee 2016 to learn more about me. Thank you.,0.6
796,452,CHAFEE,(APPLAUSE),0.0
797,453,COOPER,"Governor Chafee, thank you very much. Senator Webb, your final statement for 90 seconds.",0.0
798,454,WEBB,"Thank you. Ladies and gentlemen, it's been a pleasure to be with you tonight. You've heard a lot of promises up here; you've heard a lot of rhetoric. They all seem to happen during campaigns, and then once the election's over, people start from scratch again and try to get things done.",0.0
799,454,WEBB,"One of the things I can promise you, if you look at my record, in and out of government, is that I've always been willing to take on a complicated, something unpopular issues, and work them through, the complex issues, and work them through in order to have the solution.",-0.18333333333333335
800,454,WEBB,"We did it with criminal justice reform. We've had a lot of discussion here about criminal justice reform. We did it in other ways. We need a national political strategy for our economy, for our social policy, for social justice, and, by the way, for how you run and manage the most complex bureaucracy in the world, which is the federal government.",0.05333333333333333
801,454,WEBB,"I know how to lead. I did it in Vietnam, I did it in the Pentagon, I did it in the Senate, and if you will help me overcome this cavalcade of -- of financial irregularities and money that is poisoning our political process, I am ready to do that for you in the White House.",0.05
802,455,COOPER,"Senator Webb, thank you very much.",0.26
803,455,COOPER,"Governor O'Malley, you have 90 seconds.",0.0
804,456,O'MALLEY,"Anderson, thank you.",0.0
805,456,O'MALLEY,"I am very, very grateful to have been able to be on this stage with this distinguished group of candidates tonight. And what you heard tonight, Anderson, was a very, very -- and all of you watching at home -- was a very, very different debate than from the sort of debate you heard from the two presidential Republican debates.",0.13
806,456,O'MALLEY,(APPLAUSE),0.0
807,456,O'MALLEY,"On this stage -- on this stage, you didn't hear anyone denigrate women, you didn't hear anyone make racist comments about new American immigrants, you didn't hear anyone speak ill of another American because of their religious belief.",-0.07272727272727272
808,456,O'MALLEY,"What you heard instead on this stage tonight was an honest search for the answers that will move our country forward, to move us to a 100 percent clean electric energy grid by 2050, to take the actions that we have always taken as Americans so that we can actually attack injustice in our country, employ more of our people, rebuild our cities and towns, educate our children at higher and better levels, and include more of our people in the economic, social, and political life of our country.",0.29500000000000004
809,456,O'MALLEY,"I truly believe that we are standing on the threshold of a new era of American progress. Unless you've become discouraged about our gridlock in Congress, talk to our young people under 30, because you'll never find among them people that want to bash immigrants or people that want to deny rights to gay couples.",0.25833333333333336
810,456,O'MALLEY,(APPLAUSE),0.0
811,456,O'MALLEY,"That tells me we are moving to a more connected, generous, and compassionate place, and we need to speak to the goodness within our country.",0.5
812,456,O'MALLEY,(APPLAUSE),0.0
813,457,COOPER,"Governor O'Malley, thank you very much.",0.26
814,457,COOPER,"Senator Sanders, final, closing thoughts, 90 seconds.",0.0
815,458,SANDERS,"This is a great country, but we have many, many serious problems. We should not be the country that has the highest rate of childhood poverty of any major country and more wealth and income inequality than any other country.",0.14583333333333334
816,458,SANDERS,We should not be the only major country on Earth that does not guarantee health care to all of our people as a right of citizenship and we should not be the only major country that does not provide medical and -- and parental leave -- family and parental leave to all of our families.,0.06845238095238095
817,458,SANDERS,"Now, at the end of our day, here is the truth that very few candidates will say, is that nobody up here, certainly no Republican, can address the major crises facing our country unless millions of people begin to stand up to the billionaire class that has so much power over our economy and our political life.",-0.02092857142857143
818,458,SANDERS,"Jim Webb is right. Money is pouring in to this campaign through super PACs. We are doing it the old-fashioned way. 650,000 individual contributions. And if people want to help us out, BernieSanders.com. We are averaging $30 bucks apiece. We would appreciate your help.",0.3333333333333333
819,458,SANDERS,(APPLAUSE),0.0
820,459,COOPER,Secretary Clinton?,0.0
821,460,CLINTON,"Thank you very much, Anderson. And thanks to all the viewers who tuned in tonight.",0.2
822,460,CLINTON,"I think what you did see is that, in this debate, we tried to deal with some of the very tough issues facing our country. That's in stark contrast to the Republicans who are currently running for president.",-0.5055555555555555
823,460,CLINTON,What you have to ask yourself is Who amongst us has the vision for actually making the changes that are going to improve the lives of the American people? Who has the tenacity and the ability and the proven track record of getting that done?,0.0
824,460,CLINTON,"Now, I revere my late mother, and she gave me a lot of good advice. But one of the best pieces of advice she gave me was, you know, the issue is not whether or not you get knocked down. It's whether you get back up.",0.4222222222222222
825,460,CLINTON,"America's been knocked down. That Great Recession, 9 million people lost their jobs, 5 million lost their homes, $13 trillion in wealth disappeared. And although we've made progress, we're standing but not running the way America needs to.",0.8
826,460,CLINTON,"My mission as president will be to raise incomes for hard-working middle-class families and to make sure that we get back to the basic bargain I was raised with. If you work hard and you do your part, you should be able to get ahead and stay ahead.",0.16666666666666666
827,460,CLINTON,Please join me in this campaign. Please come and make it clear that America's best days are still ahead. Thank you very much.,0.55
828,460,CLINTON,(APPLAUSE),0.0
829,461,COOPER,"Well, that does it for this Democratic presidential debate. On behalf of everyone at CNN, we want to thank the candidates, our debate partners at Facebook, the Wynn Resort, and the Democratic National Committee. Thanks also to Dana Bash, Juan Carlos Lopez, and Don Lemon. We'll be back in Las Vegas December 15th, when CNN hosts our next Republican presidential debate. That will be moderated by my colleague, Wolf Blitzer.",0.0
